MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-15:47:20.774814,0.05,3.39,0.0,0.0,18.64,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.77,1.47,0.0,0.0,1.6,0.0,0.0,0.94,0.0,0.0,2.85,0.0,0.0,0.98,-0.0,0.0,0.2,0.0,0.09,1.39,0.72
07/30/2025-15:47:21.238366,0.05,2.76,0.0,0.41,13.9,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.02,0.0,1.77,1.05,1.92,0.0,0.81,2.74,0.0,0.0,1.26,0.0,0.0,5.02,0.78,0.0,1.22,0.08,0.0,0.43,0.0,0.06,1.59,0.88
07/30/2025-15:47:21.658418,0.05,2.76,0.0,0.41,13.9,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.02,0.0,1.77,1.05,1.92,0.0,0.81,2.74,0.0,0.0,1.26,0.0,0.0,5.02,0.78,0.0,1.22,0.08,0.0,0.43,0.0,0.06,1.59,0.88
07/30/2025-15:47:22.135822,0.05,2.76,0.0,0.41,13.9,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.02,0.0,1.77,1.05,1.92,0.0,0.81,2.74,0.0,0.0,1.26,0.0,0.0,5.02,0.78,0.0,1.22,0.08,0.0,0.43,0.0,0.06,1.59,0.88
07/30/2025-15:47:22.597112,0.05,2.76,0.0,0.41,13.9,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.02,0.0,1.77,1.05,1.92,0.0,0.81,2.74,0.0,0.0,1.26,0.0,0.0,5.02,0.78,0.0,1.22,0.08,0.0,0.43,0.0,0.06,1.59,0.88
07/30/2025-15:47:23.030930,0.0,2.6,0.0,0.43,13.23,0.2,0.0,0.0,0.0,0.0,2.22,0.0,0.04,0.0,2.08,1.19,2.13,0.0,1.08,4.01,0.23,0.0,1.35,0.04,0.22,7.94,0.49,0.0,1.61,0.0,0.0,0.8,0.0,0.0,1.74,1.14
07/30/2025-15:47:23.454745,0.0,2.6,0.0,0.43,13.23,0.2,0.0,0.0,0.0,0.0,2.22,0.0,0.04,0.0,2.08,1.19,2.13,0.0,1.08,4.01,0.23,0.0,1.35,0.04,0.22,7.94,0.49,0.0,1.61,0.0,0.0,0.8,0.0,0.0,1.74,1.14
07/30/2025-15:47:23.986175,0.0,2.6,0.0,0.43,13.23,0.2,0.0,0.0,0.0,0.0,2.22,0.0,0.04,0.0,2.08,1.19,2.13,0.0,1.08,4.01,0.23,0.0,1.35,0.04,0.22,7.94,0.49,0.0,1.61,0.0,0.0,0.8,0.0,0.0,1.74,1.14
07/30/2025-15:47:24.442671,0.0,2.6,0.0,0.43,13.23,0.2,0.0,0.0,0.0,0.0,2.22,0.0,0.04,0.0,2.08,1.19,2.13,0.0,1.08,4.01,0.23,0.0,1.35,0.04,0.22,7.94,0.49,0.0,1.61,0.0,0.0,0.8,0.0,0.0,1.74,1.14
07/30/2025-15:47:24.869899,0.0,2.36,0.0,0.5,11.34,0.47,0.0,0.24,0.0,0.0,2.13,0.0,0.03,0.0,2.69,1.37,2.72,0.0,1.52,4.22,0.38,0.0,1.64,0.06,0.0,8.77,1.17,0.0,1.85,0.0,0.0,0.97,0.0,0.0,2.13,1.31
07/30/2025-15:47:25.386963,0.0,2.36,0.0,0.5,11.34,0.47,0.0,0.24,0.0,0.0,2.13,0.0,0.03,0.0,2.69,1.37,2.72,0.0,1.52,4.22,0.38,0.0,1.64,0.06,0.0,8.77,1.17,0.0,1.85,0.0,0.0,0.97,0.0,0.0,2.13,1.31
07/30/2025-15:47:25.841935,0.0,2.36,0.0,0.5,11.34,0.47,0.0,0.24,0.0,0.0,2.13,0.0,0.03,0.0,2.69,1.37,2.72,0.0,1.52,4.22,0.38,0.0,1.64,0.06,0.0,8.77,1.17,0.0,1.85,0.0,0.0,0.97,0.0,0.0,2.13,1.31
07/30/2025-15:47:26.288950,0.0,2.36,0.0,0.5,11.34,0.47,0.0,0.24,0.0,0.0,2.13,0.0,0.03,0.0,2.69,1.37,2.72,0.0,1.52,4.22,0.38,0.0,1.64,0.06,0.0,8.77,1.17,0.0,1.85,0.0,0.0,0.97,0.0,0.0,2.13,1.31
07/30/2025-15:47:26.802456,0.0,2.14,0.0,0.49,10.92,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.04,0.0,2.47,1.4,3.1,0.0,1.79,3.96,0.32,0.0,1.7,0.04,0.0,9.26,1.3,0.0,2.1,0.0,1.77,0.83,0.0,0.0,1.85,1.05
07/30/2025-15:47:27.237791,0.0,2.14,0.0,0.49,10.92,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.04,0.0,2.47,1.4,3.1,0.0,1.79,3.96,0.32,0.0,1.7,0.04,0.0,9.26,1.3,0.0,2.1,0.0,1.77,0.83,0.0,0.0,1.85,1.05
07/30/2025-15:47:27.788353,0.0,2.14,0.0,0.49,10.92,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.04,0.0,2.47,1.4,3.1,0.0,1.79,3.96,0.32,0.0,1.7,0.04,0.0,9.26,1.3,0.0,2.1,0.0,1.77,0.83,0.0,0.0,1.85,1.05
07/30/2025-15:47:28.274989,0.0,2.03,0.0,0.47,11.92,0.0,0.0,0.58,0.0,0.0,1.7,0.0,0.04,0.48,3.3,1.62,3.44,0.0,2.24,4.17,0.53,0.0,1.83,0.06,0.0,10.1,1.75,0.0,2.07,0.0,1.13,1.0,0.0,0.0,2.35,1.21
07/30/2025-15:47:28.723947,0.0,2.03,0.0,0.47,11.92,0.0,0.0,0.58,0.0,0.0,1.7,0.0,0.04,0.48,3.3,1.62,3.44,0.0,2.24,4.17,0.53,0.0,1.83,0.06,0.0,10.1,1.75,0.0,2.07,0.0,1.13,1.0,0.0,0.0,2.35,1.21
07/30/2025-15:47:29.219762,0.0,2.03,0.0,0.47,11.92,0.0,0.0,0.58,0.0,0.0,1.7,0.0,0.04,0.48,3.3,1.62,3.44,0.0,2.24,4.17,0.53,0.0,1.83,0.06,0.0,10.1,1.75,0.0,2.07,0.0,1.13,1.0,0.0,0.0,2.35,1.21
07/30/2025-15:47:29.687022,0.0,2.03,0.0,0.47,11.92,0.0,0.0,0.58,0.0,0.0,1.7,0.0,0.04,0.48,3.3,1.62,3.44,0.0,2.24,4.17,0.53,0.0,1.83,0.06,0.0,10.1,1.75,0.0,2.07,0.0,1.13,1.0,0.0,0.0,2.35,1.21
07/30/2025-15:47:30.167240,0.0,2.06,0.0,0.48,10.66,0.0,0.0,2.16,0.0,0.0,2.19,0.0,0.02,2.26,3.28,1.62,3.79,0.0,1.79,4.26,0.65,0.0,2.03,0.16,0.0,11.21,2.27,0.0,2.39,0.0,0.0,0.37,0.0,0.0,2.36,1.28
07/30/2025-15:47:30.618610,0.0,2.06,0.0,0.48,10.66,0.0,0.0,2.16,0.0,0.0,2.19,0.0,0.02,2.26,3.28,1.62,3.79,0.0,1.79,4.26,0.65,0.0,2.03,0.16,0.0,11.21,2.27,0.0,2.39,0.0,0.0,0.37,0.0,0.0,2.36,1.28
07/30/2025-15:47:31.182118,0.0,2.06,0.0,0.48,10.66,0.0,0.0,2.16,0.0,0.0,2.19,0.0,0.02,2.26,3.28,1.62,3.79,0.0,1.79,4.26,0.65,0.0,2.03,0.16,0.0,11.21,2.27,0.0,2.39,0.0,0.0,0.37,0.0,0.0,2.36,1.28
07/30/2025-15:47:31.660911,0.0,2.06,0.0,0.48,10.66,0.0,0.0,2.16,0.0,0.0,2.19,0.0,0.02,2.26,3.28,1.62,3.79,0.0,1.79,4.26,0.65,0.0,2.03,0.16,0.0,11.21,2.27,0.0,2.39,0.0,0.0,0.37,0.0,0.0,2.36,1.28
07/30/2025-15:47:32.167370,0.05,1.79,0.0,0.52,9.87,0.0,0.0,3.97,0.0,0.0,2.16,0.0,0.02,2.54,2.99,1.56,3.94,0.0,1.97,4.05,0.7,0.0,2.04,0.24,0.0,11.74,2.71,0.0,2.36,0.0,0.0,0.77,0.0,0.0,2.67,1.39
07/30/2025-15:47:32.637895,0.05,1.79,0.0,0.52,9.87,0.0,0.0,3.97,0.0,0.0,2.16,0.0,0.02,2.54,2.99,1.56,3.94,0.0,1.97,4.05,0.7,0.0,2.04,0.24,0.0,11.74,2.71,0.0,2.36,0.0,0.0,0.77,0.0,0.0,2.67,1.39
07/30/2025-15:47:33.077946,0.05,1.79,0.0,0.52,9.87,0.0,0.0,3.97,0.0,0.0,2.16,0.0,0.02,2.54,2.99,1.56,3.94,0.0,1.97,4.05,0.7,0.0,2.04,0.24,0.0,11.74,2.71,0.0,2.36,0.0,0.0,0.77,0.0,0.0,2.67,1.39
07/30/2025-15:47:33.518277,0.0,1.6,0.0,0.52,11.55,0.0,0.0,3.93,0.0,0.0,3.06,0.0,0.02,4.57,3.34,1.7,4.06,0.0,2.42,4.34,0.8,0.0,2.08,0.26,0.0,12.22,2.89,0.0,2.42,0.0,0.0,1.15,0.0,0.0,2.85,1.63
07/30/2025-15:47:33.926978,0.0,1.6,0.0,0.52,11.55,0.0,0.0,3.93,0.0,0.0,3.06,0.0,0.02,4.57,3.34,1.7,4.06,0.0,2.42,4.34,0.8,0.0,2.08,0.26,0.0,12.22,2.89,0.0,2.42,0.0,0.0,1.15,0.0,0.0,2.85,1.63
07/30/2025-15:47:34.427320,0.0,1.6,0.0,0.52,11.55,0.0,0.0,3.93,0.0,0.0,3.06,0.0,0.02,4.57,3.34,1.7,4.06,0.0,2.42,4.34,0.8,0.0,2.08,0.26,0.0,12.22,2.89,0.0,2.42,0.0,0.0,1.15,0.0,0.0,2.85,1.63
07/30/2025-15:47:34.893132,0.0,1.6,0.0,0.52,11.55,0.0,0.0,3.93,0.0,0.0,3.06,0.0,0.02,4.57,3.34,1.7,4.06,0.0,2.42,4.34,0.8,0.0,2.08,0.26,0.0,12.22,2.89,0.0,2.42,0.0,0.0,1.15,0.0,0.0,2.85,1.63
07/30/2025-15:47:35.344369,0.05,1.27,0.0,0.56,11.17,0.0,0.02,5.18,0.0,0.0,3.3,0.0,0.02,3.96,3.64,1.81,4.12,0.0,2.78,4.26,0.89,0.0,2.16,0.24,0.0,12.75,3.07,0.0,2.5,0.0,0.0,1.25,0.0,0.0,3.17,1.8
07/30/2025-15:47:35.791825,0.05,1.27,0.0,0.56,11.17,0.0,0.02,5.18,0.0,0.0,3.3,0.0,0.02,3.96,3.64,1.81,4.12,0.0,2.78,4.26,0.89,0.0,2.16,0.24,0.0,12.75,3.07,0.0,2.5,0.0,0.0,1.25,0.0,0.0,3.17,1.8
07/30/2025-15:47:36.224769,0.05,1.27,0.0,0.56,11.17,0.0,0.02,5.18,0.0,0.0,3.3,0.0,0.02,3.96,3.64,1.81,4.12,0.0,2.78,4.26,0.89,0.0,2.16,0.24,0.0,12.75,3.07,0.0,2.5,0.0,0.0,1.25,0.0,0.0,3.17,1.8
07/30/2025-15:47:36.658260,0.05,1.27,0.0,0.56,11.17,0.0,0.02,5.18,0.0,0.0,3.3,0.0,0.02,3.96,3.64,1.81,4.12,0.0,2.78,4.26,0.89,0.0,2.16,0.24,0.0,12.75,3.07,0.0,2.5,0.0,0.0,1.25,0.0,0.0,3.17,1.8
07/30/2025-15:47:37.103816,0.05,1.44,0.0,0.56,11.21,0.0,0.0,5.48,0.0,0.0,3.89,0.0,0.02,6.01,3.64,1.85,4.13,0.0,3.14,3.58,0.96,0.0,2.19,0.32,0.0,13.32,3.23,0.0,2.44,0.0,0.0,1.4,0.0,0.0,3.22,1.84
07/30/2025-15:47:37.559379,0.05,1.44,0.0,0.56,11.21,0.0,0.0,5.48,0.0,0.0,3.89,0.0,0.02,6.01,3.64,1.85,4.13,0.0,3.14,3.58,0.96,0.0,2.19,0.32,0.0,13.32,3.23,0.0,2.44,0.0,0.0,1.4,0.0,0.0,3.22,1.84
07/30/2025-15:47:38.037891,0.05,1.44,0.0,0.56,11.21,0.0,0.0,5.48,0.0,0.0,3.89,0.0,0.02,6.01,3.64,1.85,4.13,0.0,3.14,3.58,0.96,0.0,2.19,0.32,0.0,13.32,3.23,0.0,2.44,0.0,0.0,1.4,0.0,0.0,3.22,1.84
07/30/2025-15:47:38.504774,0.05,1.44,0.0,0.56,11.21,0.0,0.0,5.48,0.0,0.0,3.89,0.0,0.02,6.01,3.64,1.85,4.13,0.0,3.14,3.58,0.96,0.0,2.19,0.32,0.0,13.32,3.23,0.0,2.44,0.0,0.0,1.4,0.0,0.0,3.22,1.84
07/30/2025-15:47:39.006358,0.0,1.11,0.0,0.54,10.24,0.0,-0.0,6.59,0.0,0.0,3.83,0.0,0.02,6.19,3.89,1.9,4.3,0.0,2.96,4.34,0.98,0.0,2.25,0.3,0.0,13.64,3.35,0.0,2.46,0.0,0.16,1.35,0.0,0.0,3.2,1.89
07/30/2025-15:47:39.446863,0.0,1.11,0.0,0.54,10.24,0.0,-0.0,6.59,0.0,0.0,3.83,0.0,0.02,6.19,3.89,1.9,4.3,0.0,2.96,4.34,0.98,0.0,2.25,0.3,0.0,13.64,3.35,0.0,2.46,0.0,0.16,1.35,0.0,0.0,3.2,1.89
07/30/2025-15:47:39.950735,0.0,1.11,0.0,0.54,10.24,0.0,-0.0,6.59,0.0,0.0,3.83,0.0,0.02,6.19,3.89,1.9,4.3,0.0,2.96,4.34,0.98,0.0,2.25,0.3,0.0,13.64,3.35,0.0,2.46,0.0,0.16,1.35,0.0,0.0,3.2,1.89
07/30/2025-15:47:40.433089,0.0,1.11,0.0,0.54,10.24,0.0,-0.0,6.59,0.0,0.0,3.83,0.0,0.02,6.19,3.89,1.9,4.3,0.0,2.96,4.34,0.98,0.0,2.25,0.3,0.0,13.64,3.35,0.0,2.46,0.0,0.16,1.35,0.0,0.0,3.2,1.89
07/30/2025-15:47:40.890167,0.05,1.08,0.0,0.57,9.66,0.0,-0.0,5.78,0.0,0.0,4.04,0.0,0.02,6.67,3.99,1.93,4.42,0.0,3.14,4.05,0.99,0.0,2.28,0.3,0.0,14.01,3.35,0.0,2.53,0.0,0.54,1.23,0.0,0.0,3.3,1.99
07/30/2025-15:47:41.370026,0.05,1.08,0.0,0.57,9.66,0.0,-0.0,5.78,0.0,0.0,4.04,0.0,0.02,6.67,3.99,1.93,4.42,0.0,3.14,4.05,0.99,0.0,2.28,0.3,0.0,14.01,3.35,0.0,2.53,0.0,0.54,1.23,0.0,0.0,3.3,1.99
07/30/2025-15:47:41.868963,0.05,1.08,0.0,0.57,9.66,0.0,-0.0,5.78,0.0,0.0,4.04,0.0,0.02,6.67,3.99,1.93,4.42,0.0,3.14,4.05,0.99,0.0,2.28,0.3,0.0,14.01,3.35,0.0,2.53,0.0,0.54,1.23,0.0,0.0,3.3,1.99
07/30/2025-15:47:42.323416,0.05,0.87,0.0,0.54,9.82,0.0,0.0,7.47,0.0,0.0,3.86,0.0,0.0,5.96,4.08,1.96,4.48,0.0,3.68,4.13,1.08,0.0,2.33,0.32,0.0,14.3,3.33,0.0,2.52,0.0,0.0,1.49,0.0,0.0,3.35,2.0
07/30/2025-15:47:42.781681,0.05,0.87,0.0,0.54,9.82,0.0,0.0,7.47,0.0,0.0,3.86,0.0,0.0,5.96,4.08,1.96,4.48,0.0,3.68,4.13,1.08,0.0,2.33,0.32,0.0,14.3,3.33,0.0,2.52,0.0,0.0,1.49,0.0,0.0,3.35,2.0
07/30/2025-15:47:43.254223,0.05,0.87,0.0,0.54,9.82,0.0,0.0,7.47,0.0,0.0,3.86,0.0,0.0,5.96,4.08,1.96,4.48,0.0,3.68,4.13,1.08,0.0,2.33,0.32,0.0,14.3,3.33,0.0,2.52,0.0,0.0,1.49,0.0,0.0,3.35,2.0
07/30/2025-15:47:43.695217,0.05,0.87,0.0,0.54,9.82,0.0,0.0,7.47,0.0,0.0,3.86,0.0,0.0,5.96,4.08,1.96,4.48,0.0,3.68,4.13,1.08,0.0,2.33,0.32,0.0,14.3,3.33,0.0,2.52,0.0,0.0,1.49,0.0,0.0,3.35,2.0
07/30/2025-15:47:44.171072,0.0,1.03,0.0,0.53,9.78,0.0,0.0,7.8,0.0,0.0,4.16,0.0,0.02,5.0,4.15,1.95,4.54,0.0,3.14,4.39,1.05,0.0,2.29,0.34,0.0,14.21,3.34,0.0,2.46,0.0,0.0,1.3,0.0,0.0,3.32,2.08
07/30/2025-15:47:44.597879,0.0,1.03,0.0,0.53,9.78,0.0,0.0,7.8,0.0,0.0,4.16,0.0,0.02,5.0,4.15,1.95,4.54,0.0,3.14,4.39,1.05,0.0,2.29,0.34,0.0,14.21,3.34,0.0,2.46,0.0,0.0,1.3,0.0,0.0,3.32,2.08
07/30/2025-15:47:45.031665,0.0,1.03,0.0,0.53,9.78,0.0,0.0,7.8,0.0,0.0,4.16,0.0,0.02,5.0,4.15,1.95,4.54,0.0,3.14,4.39,1.05,0.0,2.29,0.34,0.0,14.21,3.34,0.0,2.46,0.0,0.0,1.3,0.0,0.0,3.32,2.08
07/30/2025-15:47:45.518265,0.0,1.03,0.0,0.53,9.78,0.0,0.0,7.8,0.0,0.0,4.16,0.0,0.02,5.0,4.15,1.95,4.54,0.0,3.14,4.39,1.05,0.0,2.29,0.34,0.0,14.21,3.34,0.0,2.46,0.0,0.0,1.3,0.0,0.0,3.32,2.08
