MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-15:32:47.621939,0.14,0.0,0.0,-0.0,0.0,0.0,0.02,1.02,0.75,0.0,0.05,0.03,0.0,1.95,0.54,0.19,0.2,0.05,0.0,1.33,0.42,0.0,0.29,0.09,0.2,0.92,1.5,0.27,0.31,0.0,0.01,0.26,2.77,0.0,-0.0,0.11
07/30/2025-15:32:48.719463,0.05,0.0,0.0,0.01,0.0,0.0,-0.0,0.0,6.55,0.0,0.0,0.0,0.0,0.0,2.27,1.69,1.42,0.0,0.0,0.0,2.1,0.0,3.5,0.0,0.0,3.86,0.0,4.25,1.45,0.0,0.0,1.21,0.0,0.03,1.82,0.84
07/30/2025-15:32:49.442024,0.05,0.0,0.0,0.01,0.0,0.0,-0.0,0.0,6.55,0.0,0.0,0.0,0.0,0.0,2.27,1.69,1.42,0.0,0.0,0.0,2.1,0.0,3.5,0.0,0.0,3.86,0.0,4.25,1.45,0.0,0.0,1.21,0.0,0.03,1.82,0.84
07/30/2025-15:32:50.085770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.03,6.97,2.8,2.3,2.32,0.0,0.0,0.0,3.82,0.0,4.32,0.15,0.0,9.58,0.0,4.61,1.85,0.0,0.0,1.88,0.0,0.0,2.4,1.06
07/30/2025-15:32:50.605290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.03,6.97,2.8,2.3,2.32,0.0,0.0,0.0,3.82,0.0,4.32,0.15,0.0,9.58,0.0,4.61,1.85,0.0,0.0,1.88,0.0,0.0,2.4,1.06
07/30/2025-15:32:51.073212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.03,6.97,2.8,2.3,2.32,0.0,0.0,0.0,3.82,0.0,4.32,0.15,0.0,9.58,0.0,4.61,1.85,0.0,0.0,1.88,0.0,0.0,2.4,1.06
07/30/2025-15:32:52.001461,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.05,0.0,0.0,6.44,3.34,2.46,2.56,0.0,0.0,0.0,4.31,0.0,4.53,0.2,0.0,10.09,0.0,4.84,2.04,0.0,0.32,1.89,0.18,0.0,2.68,1.19
07/30/2025-15:32:52.802491,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.05,0.0,0.0,6.44,3.34,2.46,2.56,0.0,0.0,0.0,4.31,0.0,4.53,0.2,0.0,10.09,0.0,4.84,2.04,0.0,0.32,1.89,0.18,0.0,2.68,1.19
07/30/2025-15:32:53.274247,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.03,7.4,3.69,2.56,2.6,0.0,0.0,0.0,4.3,0.0,4.63,0.19,0.0,12.37,0.0,4.9,2.09,0.0,0.0,1.98,0.31,0.0,2.85,1.25
07/30/2025-15:32:53.768478,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.03,7.4,3.69,2.56,2.6,0.0,0.0,0.0,4.3,0.0,4.63,0.19,0.0,12.37,0.0,4.9,2.09,0.0,0.0,1.98,0.31,0.0,2.85,1.25
07/30/2025-15:32:54.339422,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.03,7.4,3.69,2.56,2.6,0.0,0.0,0.0,4.3,0.0,4.63,0.19,0.0,12.37,0.0,4.9,2.09,0.0,0.0,1.98,0.31,0.0,2.85,1.25
07/30/2025-15:32:54.805049,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.03,7.4,3.69,2.56,2.6,0.0,0.0,0.0,4.3,0.0,4.63,0.19,0.0,12.37,0.0,4.9,2.09,0.0,0.0,1.98,0.31,0.0,2.85,1.25
07/30/2025-15:32:55.511031,0.05,0.0,0.0,0.0,0.0,-0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,8.11,3.83,2.65,2.81,0.0,0.0,0.0,4.55,0.0,4.79,0.3,0.02,12.52,0.27,4.79,2.02,0.0,0.0,2.25,0.62,0.0,3.12,1.38
07/30/2025-15:32:57.349239,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.1,0.0,0.0,9.38,4.23,2.95,2.89,0.0,0.0,0.0,4.61,0.0,4.87,0.41,0.0,12.23,0.68,4.93,2.33,0.0,0.0,2.35,2.62,0.0,3.39,1.45
07/30/2025-15:32:57.834916,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.1,0.0,0.0,9.38,4.23,2.95,2.89,0.0,0.0,0.0,4.61,0.0,4.87,0.41,0.0,12.23,0.68,4.93,2.33,0.0,0.0,2.35,2.62,0.0,3.39,1.45
07/30/2025-15:32:58.315153,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.1,0.0,0.0,9.38,4.23,2.95,2.89,0.0,0.0,0.0,4.61,0.0,4.87,0.41,0.0,12.23,0.68,4.93,2.33,0.0,0.0,2.35,2.62,0.0,3.39,1.45
07/30/2025-15:32:58.908008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,-0.0,0.02,0.01,9.26,4.11,3.03,2.94,0.0,0.0,0.0,4.78,0.0,4.94,0.43,0.0,12.62,3.38,4.97,2.43,0.0,0.0,2.48,3.15,0.0,3.4,1.48
07/30/2025-15:32:59.370554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,-0.0,0.02,0.01,9.26,4.11,3.03,2.94,0.0,0.0,0.0,4.78,0.0,4.94,0.43,0.0,12.62,3.38,4.97,2.43,0.0,0.0,2.48,3.15,0.0,3.4,1.48
07/30/2025-15:32:59.851743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,-0.0,0.02,0.01,9.26,4.11,3.03,2.94,0.0,0.0,0.0,4.78,0.0,4.94,0.43,0.0,12.62,3.38,4.97,2.43,0.0,0.0,2.48,3.15,0.0,3.4,1.48
07/30/2025-15:33:00.315694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,-0.0,0.02,0.01,9.26,4.11,3.03,2.94,0.0,0.0,0.0,4.78,0.0,4.94,0.43,0.0,12.62,3.38,4.97,2.43,0.0,0.0,2.48,3.15,0.0,3.4,1.48
07/30/2025-15:33:00.820944,0.23,0.0,0.0,0.0,0.0,0.01,0.0,5.16,0.0,0.0,0.03,0.0,0.01,9.92,4.46,3.22,2.99,0.0,0.0,-0.0,4.84,0.0,5.02,0.45,0.07,13.06,3.78,4.89,2.43,0.0,0.0,2.57,3.83,0.0,3.26,0.98
07/30/2025-15:33:01.333537,0.23,0.0,0.0,0.0,0.0,0.01,0.0,5.16,0.0,0.0,0.03,0.0,0.01,9.92,4.46,3.22,2.99,0.0,0.0,-0.0,4.84,0.0,5.02,0.45,0.07,13.06,3.78,4.89,2.43,0.0,0.0,2.57,3.83,0.0,3.26,0.98
07/30/2025-15:33:01.788440,0.23,0.0,0.0,0.0,0.0,0.01,0.0,5.16,0.0,0.0,0.03,0.0,0.01,9.92,4.46,3.22,2.99,0.0,0.0,-0.0,4.84,0.0,5.02,0.45,0.07,13.06,3.78,4.89,2.43,0.0,0.0,2.57,3.83,0.0,3.26,0.98
07/30/2025-15:33:02.272815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.08,0.0,-0.0,9.33,4.88,3.27,2.96,0.0,0.0,0.0,4.93,0.0,4.55,0.13,0.0,12.93,4.05,4.79,2.1,0.0,0.0,2.69,4.26,0.0,3.53,1.34
07/30/2025-15:33:02.702509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.08,0.0,-0.0,9.33,4.88,3.27,2.96,0.0,0.0,0.0,4.93,0.0,4.55,0.13,0.0,12.93,4.05,4.79,2.1,0.0,0.0,2.69,4.26,0.0,3.53,1.34
07/30/2025-15:33:03.171510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.08,0.0,-0.0,9.33,4.88,3.27,2.96,0.0,0.0,0.0,4.93,0.0,4.55,0.13,0.0,12.93,4.05,4.79,2.1,0.0,0.0,2.69,4.26,0.0,3.53,1.34
07/30/2025-15:33:03.639120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.08,0.0,-0.0,9.33,4.88,3.27,2.96,0.0,0.0,0.0,4.93,0.0,4.55,0.13,0.0,12.93,4.05,4.79,2.1,0.0,0.0,2.69,4.26,0.0,3.53,1.34
07/30/2025-15:33:04.080358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.01,9.38,5.52,3.34,2.95,0.0,0.56,0.5,5.18,0.0,4.95,0.41,0.0,13.9,4.85,4.84,2.38,0.0,0.0,2.81,4.86,0.0,3.82,1.56
07/30/2025-15:33:04.604887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.01,9.38,5.52,3.34,2.95,0.0,0.56,0.5,5.18,0.0,4.95,0.41,0.0,13.9,4.85,4.84,2.38,0.0,0.0,2.81,4.86,0.0,3.82,1.56
07/30/2025-15:33:05.098609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.01,9.38,5.52,3.34,2.95,0.0,0.56,0.5,5.18,0.0,4.95,0.41,0.0,13.9,4.85,4.84,2.38,0.0,0.0,2.81,4.86,0.0,3.82,1.56
07/30/2025-15:33:05.554612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.01,9.38,5.52,3.34,2.95,0.0,0.56,0.5,5.18,0.0,4.95,0.41,0.0,13.9,4.85,4.84,2.38,0.0,0.0,2.81,4.86,0.0,3.82,1.56
07/30/2025-15:33:06.013050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.53,0.0,0.0,0.0,0.0,10.31,5.72,3.62,2.99,0.0,0.56,1.07,5.3,0.0,4.85,0.43,0.0,14.07,5.17,5.03,2.31,0.0,0.0,2.86,5.4,0.0,3.99,1.71
07/30/2025-15:33:06.515986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.53,0.0,0.0,0.0,0.0,10.31,5.72,3.62,2.99,0.0,0.56,1.07,5.3,0.0,4.85,0.43,0.0,14.07,5.17,5.03,2.31,0.0,0.0,2.86,5.4,0.0,3.99,1.71
07/30/2025-15:33:07.015272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.53,0.0,0.0,0.0,0.0,10.31,5.72,3.62,2.99,0.0,0.56,1.07,5.3,0.0,4.85,0.43,0.0,14.07,5.17,5.03,2.31,0.0,0.0,2.86,5.4,0.0,3.99,1.71
07/30/2025-15:33:07.468310,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5.13,4.44,0.0,0.0,0.0,0.0,10.42,5.75,3.76,3.18,0.0,1.32,1.4,5.37,0.0,5.1,0.54,0.11,14.1,6.04,4.97,2.5,0.0,0.0,2.99,5.79,0.0,4.04,1.78
07/30/2025-15:33:07.885581,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5.13,4.44,0.0,0.0,0.0,0.0,10.42,5.75,3.76,3.18,0.0,1.32,1.4,5.37,0.0,5.1,0.54,0.11,14.1,6.04,4.97,2.5,0.0,0.0,2.99,5.79,0.0,4.04,1.78
07/30/2025-15:33:08.362484,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5.13,4.44,0.0,0.0,0.0,0.0,10.42,5.75,3.76,3.18,0.0,1.32,1.4,5.37,0.0,5.1,0.54,0.11,14.1,6.04,4.97,2.5,0.0,0.0,2.99,5.79,0.0,4.04,1.78
07/30/2025-15:33:08.803124,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,5.13,4.44,0.0,0.0,0.0,0.0,10.42,5.75,3.76,3.18,0.0,1.32,1.4,5.37,0.0,5.1,0.54,0.11,14.1,6.04,4.97,2.5,0.0,0.0,2.99,5.79,0.0,4.04,1.78
07/30/2025-15:33:09.344942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,7.19,0.0,0.1,0.02,0.0,11.35,6.0,3.85,3.14,0.0,1.58,1.8,5.58,0.0,5.05,0.58,0.0,14.16,6.73,5.0,2.57,0.0,0.0,2.93,6.28,0.0,4.03,1.83
07/30/2025-15:33:09.833131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,7.19,0.0,0.1,0.02,0.0,11.35,6.0,3.85,3.14,0.0,1.58,1.8,5.58,0.0,5.05,0.58,0.0,14.16,6.73,5.0,2.57,0.0,0.0,2.93,6.28,0.0,4.03,1.83
07/30/2025-15:33:10.309655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,7.19,0.0,0.1,0.02,0.0,11.35,6.0,3.85,3.14,0.0,1.58,1.8,5.58,0.0,5.05,0.58,0.0,14.16,6.73,5.0,2.57,0.0,0.0,2.93,6.28,0.0,4.03,1.83
07/30/2025-15:33:10.810277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,7.19,0.0,0.1,0.02,0.0,11.35,6.0,3.85,3.14,0.0,1.58,1.8,5.58,0.0,5.05,0.58,0.0,14.16,6.73,5.0,2.57,0.0,0.0,2.93,6.28,0.0,4.03,1.83
07/30/2025-15:33:11.270655,0.0,0.0,0.02,0.0,0.0,0.01,-0.0,6.54,8.13,0.0,0.13,0.05,0.02,11.98,6.06,4.03,3.3,0.0,2.64,2.0,5.65,0.0,5.14,0.56,0.07,14.35,7.43,4.99,2.65,-0.0,0.0,2.99,6.2,0.0,4.03,1.91
07/30/2025-15:33:11.853527,0.0,0.0,0.02,0.0,0.0,0.01,-0.0,6.54,8.13,0.0,0.13,0.05,0.02,11.98,6.06,4.03,3.3,0.0,2.64,2.0,5.65,0.0,5.14,0.56,0.07,14.35,7.43,4.99,2.65,-0.0,0.0,2.99,6.2,0.0,4.03,1.91
07/30/2025-15:33:12.333014,0.0,0.0,0.02,0.0,0.0,0.01,-0.0,6.54,8.13,0.0,0.13,0.05,0.02,11.98,6.06,4.03,3.3,0.0,2.64,2.0,5.65,0.0,5.14,0.56,0.07,14.35,7.43,4.99,2.65,-0.0,0.0,2.99,6.2,0.0,4.03,1.91
07/30/2025-15:33:12.795940,0.09,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.62,0.0,0.1,0.0,0.0,11.78,5.7,4.03,3.34,0.0,2.69,1.53,5.56,0.0,5.22,0.52,0.0,14.99,7.53,4.98,2.68,-0.0,0.0,3.14,6.36,0.0,4.12,1.93
07/30/2025-15:33:13.270663,0.09,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.62,0.0,0.1,0.0,0.0,11.78,5.7,4.03,3.34,0.0,2.69,1.53,5.56,0.0,5.22,0.52,0.0,14.99,7.53,4.98,2.68,-0.0,0.0,3.14,6.36,0.0,4.12,1.93
07/30/2025-15:33:13.813847,0.09,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.62,0.0,0.1,0.0,0.0,11.78,5.7,4.03,3.34,0.0,2.69,1.53,5.56,0.0,5.22,0.52,0.0,14.99,7.53,4.98,2.68,-0.0,0.0,3.14,6.36,0.0,4.12,1.93
07/30/2025-15:33:14.295697,0.09,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.62,0.0,0.1,0.0,0.0,11.78,5.7,4.03,3.34,0.0,2.69,1.53,5.56,0.0,5.22,0.52,0.0,14.99,7.53,4.98,2.68,-0.0,0.0,3.14,6.36,0.0,4.12,1.93
07/30/2025-15:33:14.728905,0.05,0.0,0.02,0.0,0.0,0.0,0.0,5.98,6.89,0.0,0.18,0.0,0.0,12.05,6.0,4.09,3.36,0.0,2.24,1.73,5.5,0.0,5.2,0.61,0.0,15.2,7.72,5.03,2.62,0.03,0.0,3.05,6.38,0.0,3.89,1.91
07/30/2025-15:33:15.210843,0.05,0.0,0.02,0.0,0.0,0.0,0.0,5.98,6.89,0.0,0.18,0.0,0.0,12.05,6.0,4.09,3.36,0.0,2.24,1.73,5.5,0.0,5.2,0.61,0.0,15.2,7.72,5.03,2.62,0.03,0.0,3.05,6.38,0.0,3.89,1.91
07/30/2025-15:33:15.676178,0.05,0.0,0.02,0.0,0.0,0.0,0.0,5.98,6.89,0.0,0.18,0.0,0.0,12.05,6.0,4.09,3.36,0.0,2.24,1.73,5.5,0.0,5.2,0.61,0.0,15.2,7.72,5.03,2.62,0.03,0.0,3.05,6.38,0.0,3.89,1.91
07/30/2025-15:33:16.162407,0.05,0.0,0.02,0.0,0.0,0.0,0.0,5.98,6.89,0.0,0.18,0.0,0.0,12.05,6.0,4.09,3.36,0.0,2.24,1.73,5.5,0.0,5.2,0.61,0.0,15.2,7.72,5.03,2.62,0.03,0.0,3.05,6.38,0.0,3.89,1.91
07/30/2025-15:33:17.152981,0.05,0.0,0.02,0.0,0.0,0.0,0.0,6.65,5.91,0.0,0.09,0.02,0.0,12.4,6.22,3.87,3.26,0.0,2.9,1.96,5.81,0.0,5.05,0.41,0.0,14.28,7.58,4.98,2.43,0.0,0.0,3.05,5.9,0.0,4.06,1.48
07/30/2025-15:33:17.616985,0.05,0.0,0.02,0.0,0.0,0.0,0.0,6.65,5.91,0.0,0.09,0.02,0.0,12.4,6.22,3.87,3.26,0.0,2.9,1.96,5.81,0.0,5.05,0.41,0.0,14.28,7.58,4.98,2.43,0.0,0.0,3.05,5.9,0.0,4.06,1.48
07/30/2025-15:33:18.549000,0.0,0.0,0.08,0.0,0.0,0.01,-0.0,5.16,5.46,0.0,0.09,0.05,-0.0,11.81,6.7,4.04,3.17,0.0,3.86,1.7,5.6,0.0,4.97,0.45,0.0,14.23,8.17,4.95,2.6,0.0,0.0,3.09,6.67,0.0,4.15,1.74
07/30/2025-15:33:18.982357,0.0,0.0,0.08,0.0,0.0,0.01,-0.0,5.16,5.46,0.0,0.09,0.05,-0.0,11.81,6.7,4.04,3.17,0.0,3.86,1.7,5.6,0.0,4.97,0.45,0.0,14.23,8.17,4.95,2.6,0.0,0.0,3.09,6.67,0.0,4.15,1.74
07/30/2025-15:33:19.480930,0.0,0.0,0.08,0.0,0.0,0.01,-0.0,5.16,5.46,0.0,0.09,0.05,-0.0,11.81,6.7,4.04,3.17,0.0,3.86,1.7,5.6,0.0,4.97,0.45,0.0,14.23,8.17,4.95,2.6,0.0,0.0,3.09,6.67,0.0,4.15,1.74
07/30/2025-15:33:19.942822,0.23,0.0,0.08,0.0,0.0,0.0,-0.0,6.58,5.87,0.0,0.08,0.03,0.0,12.26,6.26,4.22,3.44,0.0,5.03,1.17,5.65,0.0,5.23,0.54,0.0,14.22,8.44,4.91,2.7,0.0,0.0,2.95,6.71,0.0,2.87,0.45
07/30/2025-15:33:20.365430,0.23,0.0,0.08,0.0,0.0,0.0,-0.0,6.58,5.87,0.0,0.08,0.03,0.0,12.26,6.26,4.22,3.44,0.0,5.03,1.17,5.65,0.0,5.23,0.54,0.0,14.22,8.44,4.91,2.7,0.0,0.0,2.95,6.71,0.0,2.87,0.45
07/30/2025-15:33:20.840216,0.23,0.0,0.08,0.0,0.0,0.0,-0.0,6.58,5.87,0.0,0.08,0.03,0.0,12.26,6.26,4.22,3.44,0.0,5.03,1.17,5.65,0.0,5.23,0.54,0.0,14.22,8.44,4.91,2.7,0.0,0.0,2.95,6.71,0.0,2.87,0.45
07/30/2025-15:33:21.318156,0.23,0.0,0.08,0.0,0.0,0.0,-0.0,6.58,5.87,0.0,0.08,0.03,0.0,12.26,6.26,4.22,3.44,0.0,5.03,1.17,5.65,0.0,5.23,0.54,0.0,14.22,8.44,4.91,2.7,0.0,0.0,2.95,6.71,0.0,2.87,0.45
07/30/2025-15:33:21.855207,0.05,0.0,0.04,0.0,0.0,0.01,0.0,4.82,0.0,0.0,0.0,0.0,0.0,12.4,6.59,3.78,2.27,0.0,4.58,2.16,5.81,0.0,5.32,0.52,0.0,14.28,6.88,4.87,2.22,0.0,0.0,3.2,6.38,0.0,3.42,0.81
07/30/2025-15:33:22.327899,0.05,0.0,0.04,0.0,0.0,0.01,0.0,4.82,0.0,0.0,0.0,0.0,0.0,12.4,6.59,3.78,2.27,0.0,4.58,2.16,5.81,0.0,5.32,0.52,0.0,14.28,6.88,4.87,2.22,0.0,0.0,3.2,6.38,0.0,3.42,0.81
07/30/2025-15:33:22.826306,0.05,0.0,0.04,0.0,0.0,0.01,0.0,4.82,0.0,0.0,0.0,0.0,0.0,12.4,6.59,3.78,2.27,0.0,4.58,2.16,5.81,0.0,5.32,0.52,0.0,14.28,6.88,4.87,2.22,0.0,0.0,3.2,6.38,0.0,3.42,0.81
07/30/2025-15:33:23.277813,0.05,0.0,0.04,0.0,0.0,0.01,0.0,4.82,0.0,0.0,0.0,0.0,0.0,12.4,6.59,3.78,2.27,0.0,4.58,2.16,5.81,0.0,5.32,0.52,0.0,14.28,6.88,4.87,2.22,0.0,0.0,3.2,6.38,0.0,3.42,0.81
07/30/2025-15:33:23.746008,0.0,0.0,0.1,0.0,0.0,0.01,0.0,5.96,0.0,0.0,0.0,-0.0,0.0,12.52,5.49,4.1,3.02,0.0,5.24,0.93,4.84,0.0,5.34,0.65,0.13,15.62,7.62,4.92,1.9,0.02,0.0,3.38,6.86,0.0,3.32,1.15
07/30/2025-15:33:24.296399,0.0,0.0,0.1,0.0,0.0,0.01,0.0,5.96,0.0,0.0,0.0,-0.0,0.0,12.52,5.49,4.1,3.02,0.0,5.24,0.93,4.84,0.0,5.34,0.65,0.13,15.62,7.62,4.92,1.9,0.02,0.0,3.38,6.86,0.0,3.32,1.15
07/30/2025-15:33:24.772769,0.0,0.0,0.1,0.0,0.0,0.01,0.0,5.96,0.0,0.0,0.0,-0.0,0.0,12.52,5.49,4.1,3.02,0.0,5.24,0.93,4.84,0.0,5.34,0.65,0.13,15.62,7.62,4.92,1.9,0.02,0.0,3.38,6.86,0.0,3.32,1.15
07/30/2025-15:33:25.225293,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.46,0.08,0.0,12.83,5.91,4.33,3.47,0.0,4.88,1.87,5.13,0.0,5.45,0.73,0.11,15.92,7.37,4.98,2.14,0.1,0.0,3.53,7.16,0.0,3.68,1.33
07/30/2025-15:33:25.780752,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.46,0.08,0.0,12.83,5.91,4.33,3.47,0.0,4.88,1.87,5.13,0.0,5.45,0.73,0.11,15.92,7.37,4.98,2.14,0.1,0.0,3.53,7.16,0.0,3.68,1.33
07/30/2025-15:33:26.261746,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.46,0.08,0.0,12.83,5.91,4.33,3.47,0.0,4.88,1.87,5.13,0.0,5.45,0.73,0.11,15.92,7.37,4.98,2.14,0.1,0.0,3.53,7.16,0.0,3.68,1.33
07/30/2025-15:33:26.703525,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.46,0.08,0.0,12.83,5.91,4.33,3.47,0.0,4.88,1.87,5.13,0.0,5.45,0.73,0.11,15.92,7.37,4.98,2.14,0.1,0.0,3.53,7.16,0.0,3.68,1.33
07/30/2025-15:33:27.193907,0.05,0.0,0.14,0.0,0.0,0.01,0.02,7.68,0.0,0.0,0.61,0.09,0.0,12.97,6.38,4.46,3.57,0.0,5.14,2.1,5.32,0.0,5.54,0.73,0.17,16.08,8.27,5.22,2.46,0.1,0.0,3.55,7.36,0.0,3.83,1.42
