MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-15:35:40.569565,0.0,0.0,0.0,0.0,0.0,0.08,0.03,6.73,84.92,0.0,0.0,0.16,0.04,2.59,4.36,4.16,2.9,0.0,4.48,0.0,2.95,0.0,3.54,0.08,0.0,12.83,2.68,0.88,1.35,0.02,2.7,1.52,0.0,0.14,2.43,0.75
07/30/2025-15:35:41.020923,0.09,0.0,0.0,0.0,0.0,0.08,-0.0,7.27,72.49,0.0,0.0,0.05,0.03,3.04,4.72,4.32,3.01,0.0,4.85,0.0,3.14,0.0,3.66,0.04,0.0,12.62,4.8,0.84,1.37,0.0,2.87,1.67,0.0,0.28,2.57,0.69
07/30/2025-15:35:41.472115,0.09,0.0,0.0,0.0,0.0,0.08,-0.0,7.27,72.49,0.0,0.0,0.05,0.03,3.04,4.72,4.32,3.01,0.0,4.85,0.0,3.14,0.0,3.66,0.04,0.0,12.62,4.8,0.84,1.37,0.0,2.87,1.67,0.0,0.28,2.57,0.69
07/30/2025-15:35:41.970979,0.09,0.0,0.0,0.0,0.0,0.08,-0.0,7.27,72.49,0.0,0.0,0.05,0.03,3.04,4.72,4.32,3.01,0.0,4.85,0.0,3.14,0.0,3.66,0.04,0.0,12.62,4.8,0.84,1.37,0.0,2.87,1.67,0.0,0.28,2.57,0.69
07/30/2025-15:35:42.437917,0.09,0.0,0.0,0.0,0.0,0.08,-0.0,7.27,72.49,0.0,0.0,0.05,0.03,3.04,4.72,4.32,3.01,0.0,4.85,0.0,3.14,0.0,3.66,0.04,0.0,12.62,4.8,0.84,1.37,0.0,2.87,1.67,0.0,0.28,2.57,0.69
07/30/2025-15:35:42.920005,0.0,0.0,0.0,0.01,0.0,0.08,0.03,7.0,73.98,0.0,0.0,0.19,0.0,1.07,4.95,4.72,3.23,0.0,5.45,0.0,3.25,0.0,3.68,0.02,0.0,13.53,5.21,0.83,1.37,0.06,2.96,1.59,0.0,0.08,2.7,0.76
07/30/2025-15:35:43.393647,0.0,0.0,0.0,0.01,0.0,0.08,0.03,7.0,73.98,0.0,0.0,0.19,0.0,1.07,4.95,4.72,3.23,0.0,5.45,0.0,3.25,0.0,3.68,0.02,0.0,13.53,5.21,0.83,1.37,0.06,2.96,1.59,0.0,0.08,2.7,0.76
07/30/2025-15:35:43.928181,0.0,0.0,0.0,0.01,0.0,0.08,0.03,7.0,73.98,0.0,0.0,0.19,0.0,1.07,4.95,4.72,3.23,0.0,5.45,0.0,3.25,0.0,3.68,0.02,0.0,13.53,5.21,0.83,1.37,0.06,2.96,1.59,0.0,0.08,2.7,0.76
07/30/2025-15:35:44.375888,0.0,0.0,0.0,0.0,0.0,0.08,0.03,7.23,71.53,0.0,0.0,0.16,0.0,2.52,4.76,3.74,2.93,0.0,0.0,0.0,3.57,0.0,3.77,0.08,0.0,13.41,6.45,0.81,1.48,0.08,3.05,1.5,0.0,0.08,2.81,0.83
07/30/2025-15:35:44.928840,0.0,0.0,0.0,0.0,0.0,0.08,0.03,7.23,71.53,0.0,0.0,0.16,0.0,2.52,4.76,3.74,2.93,0.0,0.0,0.0,3.57,0.0,3.77,0.08,0.0,13.41,6.45,0.81,1.48,0.08,3.05,1.5,0.0,0.08,2.81,0.83
07/30/2025-15:35:45.577996,0.0,0.0,0.0,0.0,0.0,0.08,0.03,7.23,71.53,0.0,0.0,0.16,0.0,2.52,4.76,3.74,2.93,0.0,0.0,0.0,3.57,0.0,3.77,0.08,0.0,13.41,6.45,0.81,1.48,0.08,3.05,1.5,0.0,0.08,2.81,0.83
07/30/2025-15:35:46.118943,0.0,0.0,0.0,0.0,0.0,0.1,0.08,7.77,66.64,0.0,0.0,0.19,0.0,3.77,4.88,4.09,3.09,0.0,0.0,0.0,3.63,0.0,3.84,0.1,0.0,13.81,5.31,1.29,1.53,0.1,3.12,1.54,0.0,0.14,2.92,0.87
07/30/2025-15:35:46.587684,0.0,0.0,0.0,0.0,0.0,0.1,0.08,7.77,66.64,0.0,0.0,0.19,0.0,3.77,4.88,4.09,3.09,0.0,0.0,0.0,3.63,0.0,3.84,0.1,0.0,13.81,5.31,1.29,1.53,0.1,3.12,1.54,0.0,0.14,2.92,0.87
07/30/2025-15:35:47.084865,0.0,0.0,0.0,0.0,0.0,0.1,0.08,7.77,66.64,0.0,0.0,0.19,0.0,3.77,4.88,4.09,3.09,0.0,0.0,0.0,3.63,0.0,3.84,0.1,0.0,13.81,5.31,1.29,1.53,0.1,3.12,1.54,0.0,0.14,2.92,0.87
07/30/2025-15:35:47.619433,0.0,0.0,0.0,0.0,0.0,0.1,0.08,7.77,66.64,0.0,0.0,0.19,0.0,3.77,4.88,4.09,3.09,0.0,0.0,0.0,3.63,0.0,3.84,0.1,0.0,13.81,5.31,1.29,1.53,0.1,3.12,1.54,0.0,0.14,2.92,0.87
07/30/2025-15:35:48.053758,0.0,0.0,0.0,0.04,0.0,0.1,0.03,8.09,59.1,0.0,0.0,0.14,0.0,5.22,5.12,4.27,3.14,0.0,0.48,0.0,3.76,0.0,3.92,0.1,0.0,14.09,6.29,0.95,1.55,0.13,3.29,1.77,0.0,0.08,3.05,0.92
07/30/2025-15:35:48.542697,0.0,0.0,0.0,0.04,0.0,0.1,0.03,8.09,59.1,0.0,0.0,0.14,0.0,5.22,5.12,4.27,3.14,0.0,0.48,0.0,3.76,0.0,3.92,0.1,0.0,14.09,6.29,0.95,1.55,0.13,3.29,1.77,0.0,0.08,3.05,0.92
07/30/2025-15:35:49.041175,0.0,0.0,0.0,0.04,0.0,0.1,0.03,8.09,59.1,0.0,0.0,0.14,0.0,5.22,5.12,4.27,3.14,0.0,0.48,0.0,3.76,0.0,3.92,0.1,0.0,14.09,6.29,0.95,1.55,0.13,3.29,1.77,0.0,0.08,3.05,0.92
07/30/2025-15:35:49.506916,0.0,0.0,0.0,0.04,0.0,0.1,0.03,8.09,59.1,0.0,0.0,0.14,0.0,5.22,5.12,4.27,3.14,0.0,0.48,0.0,3.76,0.0,3.92,0.1,0.0,14.09,6.29,0.95,1.55,0.13,3.29,1.77,0.0,0.08,3.05,0.92
07/30/2025-15:35:50.028892,0.0,0.0,0.0,0.0,0.04,0.11,0.0,8.45,45.49,0.0,0.0,0.17,0.0,5.7,5.33,4.52,3.32,0.0,2.54,0.0,3.95,0.0,3.97,0.11,0.0,13.86,6.14,0.88,1.59,0.13,3.5,1.83,0.0,0.06,3.1,0.95
07/30/2025-15:35:50.498165,0.0,0.0,0.0,0.0,0.04,0.11,0.0,8.45,45.49,0.0,0.0,0.17,0.0,5.7,5.33,4.52,3.32,0.0,2.54,0.0,3.95,0.0,3.97,0.11,0.0,13.86,6.14,0.88,1.59,0.13,3.5,1.83,0.0,0.06,3.1,0.95
07/30/2025-15:35:50.983755,0.0,0.0,0.0,0.0,0.04,0.11,0.0,8.45,45.49,0.0,0.0,0.17,0.0,5.7,5.33,4.52,3.32,0.0,2.54,0.0,3.95,0.0,3.97,0.11,0.0,13.86,6.14,0.88,1.59,0.13,3.5,1.83,0.0,0.06,3.1,0.95
07/30/2025-15:35:51.475240,0.0,0.0,0.0,0.04,0.0,0.08,0.03,8.75,18.6,0.0,0.0,0.16,0.0,5.74,5.49,4.65,3.27,0.01,0.0,0.0,3.95,0.0,3.99,0.11,0.0,14.13,6.5,1.3,1.62,0.14,3.33,1.8,0.0,0.08,3.14,0.97
07/30/2025-15:35:51.911136,0.0,0.0,0.0,0.04,0.0,0.08,0.03,8.75,18.6,0.0,0.0,0.16,0.0,5.74,5.49,4.65,3.27,0.01,0.0,0.0,3.95,0.0,3.99,0.11,0.0,14.13,6.5,1.3,1.62,0.14,3.33,1.8,0.0,0.08,3.14,0.97
07/30/2025-15:35:52.397730,0.0,0.0,0.0,0.04,0.0,0.08,0.03,8.75,18.6,0.0,0.0,0.16,0.0,5.74,5.49,4.65,3.27,0.01,0.0,0.0,3.95,0.0,3.99,0.11,0.0,14.13,6.5,1.3,1.62,0.14,3.33,1.8,0.0,0.08,3.14,0.97
07/30/2025-15:35:52.830320,0.0,0.0,0.0,0.04,0.0,0.08,0.03,8.75,18.6,0.0,0.0,0.16,0.0,5.74,5.49,4.65,3.27,0.01,0.0,0.0,3.95,0.0,3.99,0.11,0.0,14.13,6.5,1.3,1.62,0.14,3.33,1.8,0.0,0.08,3.14,0.97
07/30/2025-15:35:53.309848,0.0,0.0,0.0,0.02,0.0,0.09,0.03,8.19,16.47,0.0,0.0,0.17,0.0,7.19,5.24,4.6,3.34,-0.0,1.82,0.0,4.01,0.0,4.03,0.13,0.0,14.12,6.71,1.82,1.62,0.11,3.48,1.87,0.0,0.06,3.25,1.0
07/30/2025-15:35:53.772827,0.0,0.0,0.0,0.02,0.0,0.09,0.03,8.19,16.47,0.0,0.0,0.17,0.0,7.19,5.24,4.6,3.34,-0.0,1.82,0.0,4.01,0.0,4.03,0.13,0.0,14.12,6.71,1.82,1.62,0.11,3.48,1.87,0.0,0.06,3.25,1.0
07/30/2025-15:35:54.267494,0.0,0.0,0.0,0.02,0.0,0.09,0.03,8.19,16.47,0.0,0.0,0.17,0.0,7.19,5.24,4.6,3.34,-0.0,1.82,0.0,4.01,0.0,4.03,0.13,0.0,14.12,6.71,1.82,1.62,0.11,3.48,1.87,0.0,0.06,3.25,1.0
07/30/2025-15:35:54.728431,0.0,0.0,0.0,0.02,0.0,0.09,0.03,8.19,16.47,0.0,0.0,0.17,0.0,7.19,5.24,4.6,3.34,-0.0,1.82,0.0,4.01,0.0,4.03,0.13,0.0,14.12,6.71,1.82,1.62,0.11,3.48,1.87,0.0,0.06,3.25,1.0
07/30/2025-15:35:55.179779,0.0,0.0,0.0,0.01,0.0,0.05,0.12,8.56,19.45,0.0,0.0,0.11,0.0,6.71,5.39,4.51,3.14,0.0,0.0,0.0,3.89,0.0,4.04,0.11,0.0,11.65,7.89,1.46,1.61,0.14,3.1,2.08,0.0,0.0,3.14,0.94
07/30/2025-15:35:55.641306,0.0,0.0,0.0,0.01,0.0,0.05,0.12,8.56,19.45,0.0,0.0,0.11,0.0,6.71,5.39,4.51,3.14,0.0,0.0,0.0,3.89,0.0,4.04,0.11,0.0,11.65,7.89,1.46,1.61,0.14,3.1,2.08,0.0,0.0,3.14,0.94
07/30/2025-15:35:56.084999,0.0,0.0,0.0,0.01,0.0,0.05,0.12,8.56,19.45,0.0,0.0,0.11,0.0,6.71,5.39,4.51,3.14,0.0,0.0,0.0,3.89,0.0,4.04,0.11,0.0,11.65,7.89,1.46,1.61,0.14,3.1,2.08,0.0,0.0,3.14,0.94
07/30/2025-15:35:56.544149,0.0,0.0,0.0,0.01,0.0,0.05,0.12,8.56,19.45,0.0,0.0,0.11,0.0,6.71,5.39,4.51,3.14,0.0,0.0,0.0,3.89,0.0,4.04,0.11,0.0,11.65,7.89,1.46,1.61,0.14,3.1,2.08,0.0,0.0,3.14,0.94
07/30/2025-15:35:56.991708,0.14,0.0,0.0,-0.0,0.0,0.1,0.02,8.33,21.68,0.0,0.0,0.14,0.0,4.39,5.91,4.47,3.02,0.02,0.0,0.0,4.15,0.0,3.91,0.11,0.0,13.36,7.02,1.47,1.7,0.14,2.42,2.04,0.0,0.03,3.3,1.05
07/30/2025-15:35:57.442217,0.14,0.0,0.0,-0.0,0.0,0.1,0.02,8.33,21.68,0.0,0.0,0.14,0.0,4.39,5.91,4.47,3.02,0.02,0.0,0.0,4.15,0.0,3.91,0.11,0.0,13.36,7.02,1.47,1.7,0.14,2.42,2.04,0.0,0.03,3.3,1.05
07/30/2025-15:35:57.931226,0.14,0.0,0.0,-0.0,0.0,0.1,0.02,8.33,21.68,0.0,0.0,0.14,0.0,4.39,5.91,4.47,3.02,0.02,0.0,0.0,4.15,0.0,3.91,0.11,0.0,13.36,7.02,1.47,1.7,0.14,2.42,2.04,0.0,0.03,3.3,1.05
07/30/2025-15:35:58.377738,0.14,0.0,0.0,-0.0,0.0,0.1,0.02,8.33,21.68,0.0,0.0,0.14,0.0,4.39,5.91,4.47,3.02,0.02,0.0,0.0,4.15,0.0,3.91,0.11,0.0,13.36,7.02,1.47,1.7,0.14,2.42,2.04,0.0,0.03,3.3,1.05
07/30/2025-15:35:58.828534,0.0,0.0,0.0,-0.0,0.0,0.04,0.06,9.02,21.9,0.0,0.0,0.17,0.01,6.53,5.89,4.9,3.41,0.04,0.0,0.0,4.02,0.0,4.09,0.13,0.0,13.37,7.48,1.55,1.37,0.18,1.93,1.93,0.0,0.17,3.32,1.05
07/30/2025-15:35:59.309481,0.0,0.0,0.0,-0.0,0.0,0.04,0.06,9.02,21.9,0.0,0.0,0.17,0.01,6.53,5.89,4.9,3.41,0.04,0.0,0.0,4.02,0.0,4.09,0.13,0.0,13.37,7.48,1.55,1.37,0.18,1.93,1.93,0.0,0.17,3.32,1.05
07/30/2025-15:35:59.782329,0.0,0.0,0.0,-0.0,0.0,0.04,0.06,9.02,21.9,0.0,0.0,0.17,0.01,6.53,5.89,4.9,3.41,0.04,0.0,0.0,4.02,0.0,4.09,0.13,0.0,13.37,7.48,1.55,1.37,0.18,1.93,1.93,0.0,0.17,3.32,1.05
07/30/2025-15:36:00.331138,0.0,0.0,0.0,-0.0,0.04,0.09,0.06,0.0,21.36,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.33,0.0,0.0
07/30/2025-15:36:00.781481,0.0,0.0,0.0,-0.0,0.04,0.09,0.06,0.0,21.36,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.33,0.0,0.0
07/30/2025-15:36:01.218281,0.0,0.0,0.0,-0.0,0.04,0.09,0.06,0.0,21.36,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.33,0.0,0.0
07/30/2025-15:36:01.703052,0.0,0.0,0.0,-0.0,0.04,0.09,0.06,0.0,21.36,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.33,0.0,0.0
07/30/2025-15:36:02.158944,0.05,0.3,0.0,0.0,0.0,-0.0,0.05,0.0,0.0,0.01,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2.47,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.02,3.58,0.0,0.0,0.33,1.07,0.5
07/30/2025-15:36:02.612446,0.05,0.3,0.0,0.0,0.0,-0.0,0.05,0.0,0.0,0.01,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2.47,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.02,3.58,0.0,0.0,0.33,1.07,0.5
07/30/2025-15:36:03.111695,0.05,0.3,0.0,0.0,0.0,-0.0,0.05,0.0,0.0,0.01,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2.47,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.02,3.58,0.0,0.0,0.33,1.07,0.5
07/30/2025-15:36:03.572389,0.05,0.3,0.0,0.0,0.0,-0.0,0.05,0.0,0.0,0.01,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2.47,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.02,3.58,0.0,0.0,0.33,1.07,0.5
07/30/2025-15:36:04.011574,0.0,0.11,0.0,0.03,0.78,0.0,0.0,2.08,0.0,0.0,0.0,0.21,0.0,0.0,3.54,2.62,3.13,0.0,0.0,0.0,2.05,0.0,2.76,0.0,0.0,4.93,0.0,0.0,0.65,0.0,3.85,0.0,0.0,0.22,2.24,0.53
07/30/2025-15:36:04.506779,0.0,0.11,0.0,0.03,0.78,0.0,0.0,2.08,0.0,0.0,0.0,0.21,0.0,0.0,3.54,2.62,3.13,0.0,0.0,0.0,2.05,0.0,2.76,0.0,0.0,4.93,0.0,0.0,0.65,0.0,3.85,0.0,0.0,0.22,2.24,0.53
07/30/2025-15:36:04.960383,0.0,0.11,0.0,0.03,0.78,0.0,0.0,2.08,0.0,0.0,0.0,0.21,0.0,0.0,3.54,2.62,3.13,0.0,0.0,0.0,2.05,0.0,2.76,0.0,0.0,4.93,0.0,0.0,0.65,0.0,3.85,0.0,0.0,0.22,2.24,0.53
