MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-15:54:34.897480,0.14,0.11,0.15,0.0,0.0,0.01,0.03,1.04,0.0,0.0,0.23,0.12,0.0,1.29,0.22,0.02,0.07,0.02,0.0,0.0,0.06,0.0,0.04,0.02,0.0,0.57,0.06,0.15,0.02,0.05,0.27,0.0,1.2,0.0,-0.0,0.04
07/30/2025-15:54:35.364894,0.14,0.11,0.15,0.0,0.0,0.01,0.03,1.04,0.0,0.0,0.23,0.12,0.0,1.29,0.22,0.02,0.07,0.02,0.0,0.0,0.06,0.0,0.04,0.02,0.0,0.57,0.06,0.15,0.02,0.05,0.27,0.0,1.2,0.0,-0.0,0.04
07/30/2025-15:54:35.802543,0.14,0.11,0.15,0.0,0.0,0.01,0.03,1.04,0.0,0.0,0.23,0.12,0.0,1.29,0.22,0.02,0.07,0.02,0.0,0.0,0.06,0.0,0.04,0.02,0.0,0.57,0.06,0.15,0.02,0.05,0.27,0.0,1.2,0.0,-0.0,0.04
07/30/2025-15:54:36.266233,0.05,0.0,0.23,0.03,0.0,-0.0,0.0,0.72,0.0,0.0,0.16,0.1,0.0,1.85,0.22,0.04,0.08,0.06,0.5,0.35,0.06,0.0,0.06,0.02,0.0,0.6,-0.0,0.13,0.02,-0.0,0.17,0.0,1.4,0.0,0.0,0.03
07/30/2025-15:54:36.720694,0.05,0.0,0.23,0.03,0.0,-0.0,0.0,0.72,0.0,0.0,0.16,0.1,0.0,1.85,0.22,0.04,0.08,0.06,0.5,0.35,0.06,0.0,0.06,0.02,0.0,0.6,-0.0,0.13,0.02,-0.0,0.17,0.0,1.4,0.0,0.0,0.03
07/30/2025-15:54:37.165564,0.05,0.0,0.23,0.03,0.0,-0.0,0.0,0.72,0.0,0.0,0.16,0.1,0.0,1.85,0.22,0.04,0.08,0.06,0.5,0.35,0.06,0.0,0.06,0.02,0.0,0.6,-0.0,0.13,0.02,-0.0,0.17,0.0,1.4,0.0,0.0,0.03
07/30/2025-15:54:37.637053,0.0,0.0,0.1,0.04,0.35,0.01,0.0,0.0,0.0,0.7,0.28,0.07,0.0,0.0,2.74,1.28,1.42,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.92,0.88,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.95,0.48,0.07
07/30/2025-15:54:38.093570,0.0,0.0,0.1,0.04,0.35,0.01,0.0,0.0,0.0,0.7,0.28,0.07,0.0,0.0,2.74,1.28,1.42,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.92,0.88,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.95,0.48,0.07
07/30/2025-15:54:38.570457,0.0,0.0,0.1,0.04,0.35,0.01,0.0,0.0,0.0,0.7,0.28,0.07,0.0,0.0,2.74,1.28,1.42,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.92,0.88,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.95,0.48,0.07
07/30/2025-15:54:38.981337,0.0,0.0,0.1,0.04,0.35,0.01,0.0,0.0,0.0,0.7,0.28,0.07,0.0,0.0,2.74,1.28,1.42,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2.92,0.88,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.95,0.48,0.07
07/30/2025-15:54:39.433181,0.0,0.34,0.0,0.0,0.0,0.05,0.11,7.76,10.88,0.16,0.24,0.82,0.0,0.0,5.59,2.13,3.6,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.81,4.53,0.0,0.04,1.15,0.0,0.0,0.43,0.0,2.98,0.0,0.06
07/30/2025-15:54:39.869641,0.0,0.34,0.0,0.0,0.0,0.05,0.11,7.76,10.88,0.16,0.24,0.82,0.0,0.0,5.59,2.13,3.6,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.81,4.53,0.0,0.04,1.15,0.0,0.0,0.43,0.0,2.98,0.0,0.06
07/30/2025-15:54:40.342597,0.0,0.34,0.0,0.0,0.0,0.05,0.11,7.76,10.88,0.16,0.24,0.82,0.0,0.0,5.59,2.13,3.6,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.81,4.53,0.0,0.04,1.15,0.0,0.0,0.43,0.0,2.98,0.0,0.06
07/30/2025-15:54:40.803699,0.0,0.34,0.0,0.0,0.0,0.05,0.11,7.76,10.88,0.16,0.24,0.82,0.0,0.0,5.59,2.13,3.6,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.81,4.53,0.0,0.04,1.15,0.0,0.0,0.43,0.0,2.98,0.0,0.06
07/30/2025-15:54:41.304952,0.0,0.0,0.0,0.02,0.0,0.0,0.11,9.13,9.69,0.08,0.41,0.77,0.0,1.83,6.01,2.38,4.05,0.0,0.0,0.0,0.0,0.0,2.28,0.0,2.08,7.53,0.0,0.44,1.44,0.0,0.0,0.72,0.0,3.42,0.0,0.08
07/30/2025-15:54:41.762200,0.0,0.0,0.0,0.02,0.0,0.0,0.11,9.13,9.69,0.08,0.41,0.77,0.0,1.83,6.01,2.38,4.05,0.0,0.0,0.0,0.0,0.0,2.28,0.0,2.08,7.53,0.0,0.44,1.44,0.0,0.0,0.72,0.0,3.42,0.0,0.08
07/30/2025-15:54:42.264682,0.0,0.0,0.0,0.02,0.0,0.0,0.11,9.13,9.69,0.08,0.41,0.77,0.0,1.83,6.01,2.38,4.05,0.0,0.0,0.0,0.0,0.0,2.28,0.0,2.08,7.53,0.0,0.44,1.44,0.0,0.0,0.72,0.0,3.42,0.0,0.08
07/30/2025-15:54:42.710828,0.0,0.0,0.0,0.02,0.0,0.0,0.11,9.13,9.69,0.08,0.41,0.77,0.0,1.83,6.01,2.38,4.05,0.0,0.0,0.0,0.0,0.0,2.28,0.0,2.08,7.53,0.0,0.44,1.44,0.0,0.0,0.72,0.0,3.42,0.0,0.08
07/30/2025-15:54:43.189243,0.05,0.0,0.0,0.02,0.0,0.02,0.03,9.88,11.05,0.02,0.57,0.8,0.0,2.29,6.72,2.64,4.29,0.0,0.0,0.0,0.0,0.0,2.37,0.08,2.21,9.82,0.01,0.36,1.56,0.0,0.0,0.89,0.0,2.51,0.0,0.06
07/30/2025-15:54:43.621276,0.05,0.0,0.0,0.02,0.0,0.02,0.03,9.88,11.05,0.02,0.57,0.8,0.0,2.29,6.72,2.64,4.29,0.0,0.0,0.0,0.0,0.0,2.37,0.08,2.21,9.82,0.01,0.36,1.56,0.0,0.0,0.89,0.0,2.51,0.0,0.06
07/30/2025-15:54:44.095929,0.05,0.0,0.0,0.02,0.0,0.02,0.03,9.88,11.05,0.02,0.57,0.8,0.0,2.29,6.72,2.64,4.29,0.0,0.0,0.0,0.0,0.0,2.37,0.08,2.21,9.82,0.01,0.36,1.56,0.0,0.0,0.89,0.0,2.51,0.0,0.06
07/30/2025-15:54:44.543589,0.05,0.0,0.0,0.02,0.0,0.02,0.03,9.88,11.05,0.02,0.57,0.8,0.0,2.29,6.72,2.64,4.29,0.0,0.0,0.0,0.0,0.0,2.37,0.08,2.21,9.82,0.01,0.36,1.56,0.0,0.0,0.89,0.0,2.51,0.0,0.06
07/30/2025-15:54:45.079389,0.05,0.0,0.0,0.0,0.0,0.0,0.11,10.49,10.79,0.0,0.51,0.77,0.0,4.27,6.92,2.75,4.46,0.0,0.0,0.0,0.04,0.0,2.7,0.06,2.66,10.8,0.61,0.55,1.6,0.02,0.0,0.96,0.0,2.35,0.0,0.1
07/30/2025-15:54:45.511815,0.05,0.0,0.0,0.0,0.0,0.0,0.11,10.49,10.79,0.0,0.51,0.77,0.0,4.27,6.92,2.75,4.46,0.0,0.0,0.0,0.04,0.0,2.7,0.06,2.66,10.8,0.61,0.55,1.6,0.02,0.0,0.96,0.0,2.35,0.0,0.1
07/30/2025-15:54:45.969839,0.05,0.0,0.0,0.0,0.0,0.0,0.11,10.49,10.79,0.0,0.51,0.77,0.0,4.27,6.92,2.75,4.46,0.0,0.0,0.0,0.04,0.0,2.7,0.06,2.66,10.8,0.61,0.55,1.6,0.02,0.0,0.96,0.0,2.35,0.0,0.1
07/30/2025-15:54:46.460309,0.05,0.0,0.0,0.0,0.0,0.0,0.11,10.49,10.79,0.0,0.51,0.77,0.0,4.27,6.92,2.75,4.46,0.0,0.0,0.0,0.04,0.0,2.7,0.06,2.66,10.8,0.61,0.55,1.6,0.02,0.0,0.96,0.0,2.35,0.0,0.1
07/30/2025-15:54:46.897159,0.14,0.0,0.0,0.04,0.0,0.02,0.08,10.5,11.5,0.0,0.51,0.89,0.0,4.63,7.2,2.94,4.73,0.0,0.0,0.0,0.16,0.0,2.83,0.12,2.88,12.04,1.13,0.64,1.73,-0.0,0.0,1.07,0.0,2.04,0.3,0.09
07/30/2025-15:54:47.378807,0.14,0.0,0.0,0.04,0.0,0.02,0.08,10.5,11.5,0.0,0.51,0.89,0.0,4.63,7.2,2.94,4.73,0.0,0.0,0.0,0.16,0.0,2.83,0.12,2.88,12.04,1.13,0.64,1.73,-0.0,0.0,1.07,0.0,2.04,0.3,0.09
07/30/2025-15:54:47.808043,0.14,0.0,0.0,0.04,0.0,0.02,0.08,10.5,11.5,0.0,0.51,0.89,0.0,4.63,7.2,2.94,4.73,0.0,0.0,0.0,0.16,0.0,2.83,0.12,2.88,12.04,1.13,0.64,1.73,-0.0,0.0,1.07,0.0,2.04,0.3,0.09
07/30/2025-15:54:48.283550,0.0,0.0,0.0,0.03,0.0,0.0,0.08,10.7,9.86,0.0,0.7,0.86,0.0,5.43,7.41,3.02,4.85,0.0,0.0,0.0,0.29,0.0,2.92,0.12,3.82,13.3,0.99,1.81,1.73,0.0,0.0,1.13,0.0,1.98,0.3,0.13
07/30/2025-15:54:48.715094,0.0,0.0,0.0,0.03,0.0,0.0,0.08,10.7,9.86,0.0,0.7,0.86,0.0,5.43,7.41,3.02,4.85,0.0,0.0,0.0,0.29,0.0,2.92,0.12,3.82,13.3,0.99,1.81,1.73,0.0,0.0,1.13,0.0,1.98,0.3,0.13
07/30/2025-15:54:49.229838,0.0,0.0,0.0,0.03,0.0,0.0,0.08,10.7,9.86,0.0,0.7,0.86,0.0,5.43,7.41,3.02,4.85,0.0,0.0,0.0,0.29,0.0,2.92,0.12,3.82,13.3,0.99,1.81,1.73,0.0,0.0,1.13,0.0,1.98,0.3,0.13
07/30/2025-15:54:49.723670,0.0,0.0,0.0,0.03,0.0,0.0,0.08,10.7,9.86,0.0,0.7,0.86,0.0,5.43,7.41,3.02,4.85,0.0,0.0,0.0,0.29,0.0,2.92,0.12,3.82,13.3,0.99,1.81,1.73,0.0,0.0,1.13,0.0,1.98,0.3,0.13
07/30/2025-15:54:50.163003,0.0,0.0,0.04,0.02,0.0,0.0,0.11,11.02,10.15,0.0,0.83,0.92,0.03,5.89,7.51,3.08,4.97,0.0,0.0,0.0,0.27,0.0,2.93,0.1,4.09,13.16,1.05,2.06,1.75,0.03,0.0,1.2,0.0,1.85,0.32,0.13
07/30/2025-15:54:50.627812,0.0,0.0,0.04,0.02,0.0,0.0,0.11,11.02,10.15,0.0,0.83,0.92,0.03,5.89,7.51,3.08,4.97,0.0,0.0,0.0,0.27,0.0,2.93,0.1,4.09,13.16,1.05,2.06,1.75,0.03,0.0,1.2,0.0,1.85,0.32,0.13
07/30/2025-15:54:51.117899,0.0,0.0,0.04,0.02,0.0,0.0,0.11,11.02,10.15,0.0,0.83,0.92,0.03,5.89,7.51,3.08,4.97,0.0,0.0,0.0,0.27,0.0,2.93,0.1,4.09,13.16,1.05,2.06,1.75,0.03,0.0,1.2,0.0,1.85,0.32,0.13
07/30/2025-15:54:51.609336,0.0,0.0,0.04,0.02,0.0,0.0,0.11,11.02,10.15,0.0,0.83,0.92,0.03,5.89,7.51,3.08,4.97,0.0,0.0,0.0,0.27,0.0,2.93,0.1,4.09,13.16,1.05,2.06,1.75,0.03,0.0,1.2,0.0,1.85,0.32,0.13
07/30/2025-15:54:52.029100,0.14,0.0,0.02,0.01,0.0,0.02,0.13,11.1,10.39,0.0,0.78,0.94,0.0,6.84,7.53,3.13,5.07,0.0,0.0,0.0,0.42,0.0,2.98,0.12,4.23,13.86,1.22,2.11,1.81,0.03,0.0,1.24,0.0,1.79,0.45,0.13
07/30/2025-15:54:52.509769,0.14,0.0,0.02,0.01,0.0,0.02,0.13,11.1,10.39,0.0,0.78,0.94,0.0,6.84,7.53,3.13,5.07,0.0,0.0,0.0,0.42,0.0,2.98,0.12,4.23,13.86,1.22,2.11,1.81,0.03,0.0,1.24,0.0,1.79,0.45,0.13
07/30/2025-15:54:53.044357,0.14,0.0,0.02,0.01,0.0,0.02,0.13,11.1,10.39,0.0,0.78,0.94,0.0,6.84,7.53,3.13,5.07,0.0,0.0,0.0,0.42,0.0,2.98,0.12,4.23,13.86,1.22,2.11,1.81,0.03,0.0,1.24,0.0,1.79,0.45,0.13
07/30/2025-15:54:53.524023,0.14,0.0,0.02,0.01,0.0,0.02,0.13,11.1,10.39,0.0,0.78,0.94,0.0,6.84,7.53,3.13,5.07,0.0,0.0,0.0,0.42,0.0,2.98,0.12,4.23,13.86,1.22,2.11,1.81,0.03,0.0,1.24,0.0,1.79,0.45,0.13
07/30/2025-15:54:54.009053,0.0,0.0,0.0,-0.0,0.0,0.01,0.05,11.13,10.48,0.0,0.8,0.97,0.0,7.64,7.64,3.17,5.18,0.0,0.0,0.0,0.4,0.0,3.04,0.14,3.95,13.97,1.31,2.22,1.88,-0.0,0.0,1.39,0.0,1.6,0.69,0.13
07/30/2025-15:54:54.503828,0.0,0.0,0.0,-0.0,0.0,0.01,0.05,11.13,10.48,0.0,0.8,0.97,0.0,7.64,7.64,3.17,5.18,0.0,0.0,0.0,0.4,0.0,3.04,0.14,3.95,13.97,1.31,2.22,1.88,-0.0,0.0,1.39,0.0,1.6,0.69,0.13
07/30/2025-15:54:54.968030,0.0,0.0,0.0,-0.0,0.0,0.01,0.05,11.13,10.48,0.0,0.8,0.97,0.0,7.64,7.64,3.17,5.18,0.0,0.0,0.0,0.4,0.0,3.04,0.14,3.95,13.97,1.31,2.22,1.88,-0.0,0.0,1.39,0.0,1.6,0.69,0.13
07/30/2025-15:54:55.498154,0.0,0.0,0.08,0.01,0.0,0.02,0.11,11.3,10.71,0.0,1.0,0.94,0.0,7.64,7.74,3.21,5.24,0.0,0.0,0.0,0.54,0.0,3.06,0.18,3.7,14.46,1.49,2.27,1.92,-0.0,0.0,1.34,0.0,1.72,0.75,0.15
07/30/2025-15:54:56.178133,0.0,0.0,0.08,0.01,0.0,0.02,0.11,11.3,10.71,0.0,1.0,0.94,0.0,7.64,7.74,3.21,5.24,0.0,0.0,0.0,0.54,0.0,3.06,0.18,3.7,14.46,1.49,2.27,1.92,-0.0,0.0,1.34,0.0,1.72,0.75,0.15
07/30/2025-15:54:56.604950,0.0,0.0,0.08,0.01,0.0,0.02,0.11,11.3,10.71,0.0,1.0,0.94,0.0,7.64,7.74,3.21,5.24,0.0,0.0,0.0,0.54,0.0,3.06,0.18,3.7,14.46,1.49,2.27,1.92,-0.0,0.0,1.34,0.0,1.72,0.75,0.15
07/30/2025-15:54:57.126453,0.0,0.0,0.08,0.01,0.0,0.02,0.11,11.3,10.71,0.0,1.0,0.94,0.0,7.64,7.74,3.21,5.24,0.0,0.0,0.0,0.54,0.0,3.06,0.18,3.7,14.46,1.49,2.27,1.92,-0.0,0.0,1.34,0.0,1.72,0.75,0.15
07/30/2025-15:54:57.598212,0.0,0.0,0.0,0.02,0.0,0.01,0.09,11.51,10.85,0.0,1.05,1.04,0.0,8.05,7.72,3.23,5.28,0.0,0.0,0.0,0.65,0.0,3.1,0.16,3.71,14.92,1.61,2.34,1.86,0.02,0.0,1.3,0.0,1.6,0.82,0.15
07/30/2025-15:54:58.042013,0.0,0.0,0.0,0.02,0.0,0.01,0.09,11.51,10.85,0.0,1.05,1.04,0.0,8.05,7.72,3.23,5.28,0.0,0.0,0.0,0.65,0.0,3.1,0.16,3.71,14.92,1.61,2.34,1.86,0.02,0.0,1.3,0.0,1.6,0.82,0.15
07/30/2025-15:54:58.473272,0.0,0.0,0.0,0.02,0.0,0.01,0.09,11.51,10.85,0.0,1.05,1.04,0.0,8.05,7.72,3.23,5.28,0.0,0.0,0.0,0.65,0.0,3.1,0.16,3.71,14.92,1.61,2.34,1.86,0.02,0.0,1.3,0.0,1.6,0.82,0.15
07/30/2025-15:54:58.974646,0.05,0.0,0.12,0.04,0.0,0.01,0.13,11.76,10.95,0.0,1.04,0.92,0.0,8.41,7.76,3.28,5.41,0.0,1.37,0.0,0.56,0.0,3.12,0.08,3.39,15.09,1.84,2.43,1.91,-0.0,0.0,1.23,0.0,1.54,0.81,0.18
07/30/2025-15:54:59.385376,0.05,0.0,0.12,0.04,0.0,0.01,0.13,11.76,10.95,0.0,1.04,0.92,0.0,8.41,7.76,3.28,5.41,0.0,1.37,0.0,0.56,0.0,3.12,0.08,3.39,15.09,1.84,2.43,1.91,-0.0,0.0,1.23,0.0,1.54,0.81,0.18
07/30/2025-15:54:59.864872,0.05,0.0,0.12,0.04,0.0,0.01,0.13,11.76,10.95,0.0,1.04,0.92,0.0,8.41,7.76,3.28,5.41,0.0,1.37,0.0,0.56,0.0,3.12,0.08,3.39,15.09,1.84,2.43,1.91,-0.0,0.0,1.23,0.0,1.54,0.81,0.18
07/30/2025-15:55:00.314774,0.05,0.0,0.12,0.04,0.0,0.01,0.13,11.76,10.95,0.0,1.04,0.92,0.0,8.41,7.76,3.28,5.41,0.0,1.37,0.0,0.56,0.0,3.12,0.08,3.39,15.09,1.84,2.43,1.91,-0.0,0.0,1.23,0.0,1.54,0.81,0.18
07/30/2025-15:55:00.814532,0.0,0.0,0.15,0.0,0.0,0.04,0.06,11.65,10.23,0.0,0.71,0.43,0.0,8.77,7.8,3.34,5.45,0.0,3.24,0.0,0.61,0.0,3.15,0.1,3.49,15.49,1.94,2.34,2.0,0.03,0.0,1.2,0.0,1.51,0.74,0.17
07/30/2025-15:55:01.339418,0.0,0.0,0.15,0.0,0.0,0.04,0.06,11.65,10.23,0.0,0.71,0.43,0.0,8.77,7.8,3.34,5.45,0.0,3.24,0.0,0.61,0.0,3.15,0.1,3.49,15.49,1.94,2.34,2.0,0.03,0.0,1.2,0.0,1.51,0.74,0.17
07/30/2025-15:55:01.929803,0.0,0.0,0.15,0.0,0.0,0.04,0.06,11.65,10.23,0.0,0.71,0.43,0.0,8.77,7.8,3.34,5.45,0.0,3.24,0.0,0.61,0.0,3.15,0.1,3.49,15.49,1.94,2.34,2.0,0.03,0.0,1.2,0.0,1.51,0.74,0.17
07/30/2025-15:55:02.380833,0.0,0.0,0.15,0.0,0.0,0.04,0.06,11.65,10.23,0.0,0.71,0.43,0.0,8.77,7.8,3.34,5.45,0.0,3.24,0.0,0.61,0.0,3.15,0.1,3.49,15.49,1.94,2.34,2.0,0.03,0.0,1.2,0.0,1.51,0.74,0.17
07/30/2025-15:55:02.871384,0.0,0.0,0.19,0.02,0.0,0.03,0.13,11.42,10.47,0.0,0.48,0.24,0.0,9.0,7.9,3.38,5.48,0.0,0.0,0.0,0.81,0.0,3.17,0.1,3.84,15.54,2.12,2.3,1.96,0.03,0.0,1.24,0.0,1.51,0.97,0.19
07/30/2025-15:55:03.342521,0.0,0.0,0.19,0.02,0.0,0.03,0.13,11.42,10.47,0.0,0.48,0.24,0.0,9.0,7.9,3.38,5.48,0.0,0.0,0.0,0.81,0.0,3.17,0.1,3.84,15.54,2.12,2.3,1.96,0.03,0.0,1.24,0.0,1.51,0.97,0.19
07/30/2025-15:55:03.817571,0.0,0.0,0.19,0.02,0.0,0.03,0.13,11.42,10.47,0.0,0.48,0.24,0.0,9.0,7.9,3.38,5.48,0.0,0.0,0.0,0.81,0.0,3.17,0.1,3.84,15.54,2.12,2.3,1.96,0.03,0.0,1.24,0.0,1.51,0.97,0.19
07/30/2025-15:55:04.312852,0.0,0.0,0.08,0.0,0.0,0.03,0.13,12.05,10.42,0.0,0.83,0.59,0.0,9.36,7.89,3.43,5.65,0.0,0.0,0.53,0.67,0.0,3.22,0.14,4.11,15.87,2.09,2.2,1.96,0.03,0.17,1.34,0.0,1.57,0.91,0.19
07/30/2025-15:55:04.748600,0.0,0.0,0.08,0.0,0.0,0.03,0.13,12.05,10.42,0.0,0.83,0.59,0.0,9.36,7.89,3.43,5.65,0.0,0.0,0.53,0.67,0.0,3.22,0.14,4.11,15.87,2.09,2.2,1.96,0.03,0.17,1.34,0.0,1.57,0.91,0.19
07/30/2025-15:55:05.292082,0.0,0.0,0.08,0.0,0.0,0.03,0.13,12.05,10.42,0.0,0.83,0.59,0.0,9.36,7.89,3.43,5.65,0.0,0.0,0.53,0.67,0.0,3.22,0.14,4.11,15.87,2.09,2.2,1.96,0.03,0.17,1.34,0.0,1.57,0.91,0.19
07/30/2025-15:55:05.791569,0.0,0.0,0.08,0.0,0.0,0.03,0.13,12.05,10.42,0.0,0.83,0.59,0.0,9.36,7.89,3.43,5.65,0.0,0.0,0.53,0.67,0.0,3.22,0.14,4.11,15.87,2.09,2.2,1.96,0.03,0.17,1.34,0.0,1.57,0.91,0.19
07/30/2025-15:55:06.643982,0.27,0.0,0.19,0.0,0.0,0.02,0.14,11.99,10.7,0.0,1.17,0.67,0.0,10.39,7.86,3.44,5.86,0.0,0.0,0.0,0.62,0.0,3.25,0.18,4.19,15.98,2.09,2.27,2.05,0.0,0.3,1.38,0.0,1.6,0.68,0.15
07/30/2025-15:55:07.135535,0.27,0.0,0.19,0.0,0.0,0.02,0.14,11.99,10.7,0.0,1.17,0.67,0.0,10.39,7.86,3.44,5.86,0.0,0.0,0.0,0.62,0.0,3.25,0.18,4.19,15.98,2.09,2.27,2.05,0.0,0.3,1.38,0.0,1.6,0.68,0.15
07/30/2025-15:55:07.593719,0.27,0.0,0.19,0.0,0.0,0.02,0.14,11.99,10.7,0.0,1.17,0.67,0.0,10.39,7.86,3.44,5.86,0.0,0.0,0.0,0.62,0.0,3.25,0.18,4.19,15.98,2.09,2.27,2.05,0.0,0.3,1.38,0.0,1.6,0.68,0.15
07/30/2025-15:55:08.068617,0.0,0.0,0.33,0.0,0.0,0.02,0.13,12.07,10.95,0.0,1.31,0.55,0.01,10.6,7.83,3.44,5.91,0.0,0.0,0.0,0.75,0.0,3.26,0.1,4.38,14.38,2.22,2.19,2.07,0.05,0.29,1.39,0.0,1.6,0.76,0.19
07/30/2025-15:55:08.518527,0.0,0.0,0.33,0.0,0.0,0.02,0.13,12.07,10.95,0.0,1.31,0.55,0.01,10.6,7.83,3.44,5.91,0.0,0.0,0.0,0.75,0.0,3.26,0.1,4.38,14.38,2.22,2.19,2.07,0.05,0.29,1.39,0.0,1.6,0.76,0.19
07/30/2025-15:55:08.995697,0.0,0.0,0.33,0.0,0.0,0.02,0.13,12.07,10.95,0.0,1.31,0.55,0.01,10.6,7.83,3.44,5.91,0.0,0.0,0.0,0.75,0.0,3.26,0.1,4.38,14.38,2.22,2.19,2.07,0.05,0.29,1.39,0.0,1.6,0.76,0.19
07/30/2025-15:55:09.426218,0.0,0.0,0.33,0.0,0.0,0.02,0.13,12.07,10.95,0.0,1.31,0.55,0.01,10.6,7.83,3.44,5.91,0.0,0.0,0.0,0.75,0.0,3.26,0.1,4.38,14.38,2.22,2.19,2.07,0.05,0.29,1.39,0.0,1.6,0.76,0.19
07/30/2025-15:55:09.924848,0.0,0.0,0.35,0.01,0.0,0.02,0.16,12.24,10.93,0.0,1.33,0.56,-0.0,10.21,7.88,3.49,5.96,0.0,0.0,0.0,0.71,0.0,3.28,0.18,4.29,14.63,2.25,2.15,2.15,0.03,0.29,1.47,0.0,1.66,0.9,0.2
07/30/2025-15:55:10.392496,0.0,0.0,0.35,0.01,0.0,0.02,0.16,12.24,10.93,0.0,1.33,0.56,-0.0,10.21,7.88,3.49,5.96,0.0,0.0,0.0,0.71,0.0,3.28,0.18,4.29,14.63,2.25,2.15,2.15,0.03,0.29,1.47,0.0,1.66,0.9,0.2
07/30/2025-15:55:10.896522,0.0,0.0,0.35,0.01,0.0,0.02,0.16,12.24,10.93,0.0,1.33,0.56,-0.0,10.21,7.88,3.49,5.96,0.0,0.0,0.0,0.71,0.0,3.28,0.18,4.29,14.63,2.25,2.15,2.15,0.03,0.29,1.47,0.0,1.66,0.9,0.2
