MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-16:02:06.793850,0.0,0.49,0.0,0.0,3.07,0.0,0.03,7.0,0.2,0.0,4.95,0.0,-0.0,9.76,5.68,2.31,4.6,0.0,3.9,1.96,1.16,0.0,1.39,0.45,0.16,9.41,0.0,0.0,0.29,0.0,0.0,0.57,0.0,1.02,0.4,1.29
07/30/2025-16:02:07.303825,0.0,0.49,0.0,0.0,3.07,0.0,0.03,7.0,0.2,0.0,4.95,0.0,-0.0,9.76,5.68,2.31,4.6,0.0,3.9,1.96,1.16,0.0,1.39,0.45,0.16,9.41,0.0,0.0,0.29,0.0,0.0,0.57,0.0,1.02,0.4,1.29
07/30/2025-16:02:07.804985,0.0,0.49,0.0,0.0,3.07,0.0,0.03,7.0,0.2,0.0,4.95,0.0,-0.0,9.76,5.68,2.31,4.6,0.0,3.9,1.96,1.16,0.0,1.39,0.45,0.16,9.41,0.0,0.0,0.29,0.0,0.0,0.57,0.0,1.02,0.4,1.29
07/30/2025-16:02:08.283095,0.0,0.27,0.0,0.0,2.68,0.0,0.05,7.43,3.06,0.0,5.06,0.0,0.0,9.76,5.9,2.34,4.71,0.0,3.18,2.23,1.31,0.0,1.43,0.45,0.04,9.76,0.01,0.04,0.24,0.0,0.0,0.74,0.0,0.83,0.41,1.41
07/30/2025-16:02:08.754479,0.0,0.27,0.0,0.0,2.68,0.0,0.05,7.43,3.06,0.0,5.06,0.0,0.0,9.76,5.9,2.34,4.71,0.0,3.18,2.23,1.31,0.0,1.43,0.45,0.04,9.76,0.01,0.04,0.24,0.0,0.0,0.74,0.0,0.83,0.41,1.41
07/30/2025-16:02:09.225526,0.0,0.27,0.0,0.0,2.68,0.0,0.05,7.43,3.06,0.0,5.06,0.0,0.0,9.76,5.9,2.34,4.71,0.0,3.18,2.23,1.31,0.0,1.43,0.45,0.04,9.76,0.01,0.04,0.24,0.0,0.0,0.74,0.0,0.83,0.41,1.41
07/30/2025-16:02:09.734314,0.0,0.27,0.0,0.0,2.68,0.0,0.05,7.43,3.06,0.0,5.06,0.0,0.0,9.76,5.9,2.34,4.71,0.0,3.18,2.23,1.31,0.0,1.43,0.45,0.04,9.76,0.01,0.04,0.24,0.0,0.0,0.74,0.0,0.83,0.41,1.41
07/30/2025-16:02:10.187526,0.0,0.25,0.0,0.0,1.66,0.0,0.03,8.22,5.52,0.0,5.25,0.0,0.0,9.54,6.12,2.39,4.77,0.0,3.8,1.84,1.4,0.0,1.51,0.53,0.26,10.07,0.38,0.0,0.32,0.0,0.0,0.78,0.0,0.71,0.46,1.47
07/30/2025-16:02:10.652183,0.0,0.25,0.0,0.0,1.66,0.0,0.03,8.22,5.52,0.0,5.25,0.0,0.0,9.54,6.12,2.39,4.77,0.0,3.8,1.84,1.4,0.0,1.51,0.53,0.26,10.07,0.38,0.0,0.32,0.0,0.0,0.78,0.0,0.71,0.46,1.47
07/30/2025-16:02:11.146748,0.0,0.25,0.0,0.0,1.66,0.0,0.03,8.22,5.52,0.0,5.25,0.0,0.0,9.54,6.12,2.39,4.77,0.0,3.8,1.84,1.4,0.0,1.51,0.53,0.26,10.07,0.38,0.0,0.32,0.0,0.0,0.78,0.0,0.71,0.46,1.47
07/30/2025-16:02:11.649841,0.0,0.25,0.0,0.0,1.66,0.0,0.03,8.22,5.52,0.0,5.25,0.0,0.0,9.54,6.12,2.39,4.77,0.0,3.8,1.84,1.4,0.0,1.51,0.53,0.26,10.07,0.38,0.0,0.32,0.0,0.0,0.78,0.0,0.71,0.46,1.47
07/30/2025-16:02:12.094540,0.0,0.3,0.0,0.0,1.28,0.0,0.06,8.89,6.22,0.0,5.24,0.0,0.0,10.74,6.28,2.44,4.79,0.0,2.67,1.96,1.53,0.0,1.56,0.55,0.38,10.58,0.74,0.0,0.34,0.0,0.0,0.79,0.0,0.75,0.44,1.52
07/30/2025-16:02:12.543687,0.0,0.3,0.0,0.0,1.28,0.0,0.06,8.89,6.22,0.0,5.24,0.0,0.0,10.74,6.28,2.44,4.79,0.0,2.67,1.96,1.53,0.0,1.56,0.55,0.38,10.58,0.74,0.0,0.34,0.0,0.0,0.79,0.0,0.75,0.44,1.52
07/30/2025-16:02:13.004872,0.0,0.3,0.0,0.0,1.28,0.0,0.06,8.89,6.22,0.0,5.24,0.0,0.0,10.74,6.28,2.44,4.79,0.0,2.67,1.96,1.53,0.0,1.56,0.55,0.38,10.58,0.74,0.0,0.34,0.0,0.0,0.79,0.0,0.75,0.44,1.52
07/30/2025-16:02:13.420601,0.0,0.3,0.0,0.0,1.28,0.0,0.06,8.89,6.22,0.0,5.24,0.0,0.0,10.74,6.28,2.44,4.79,0.0,2.67,1.96,1.53,0.0,1.56,0.55,0.38,10.58,0.74,0.0,0.34,0.0,0.0,0.79,0.0,0.75,0.44,1.52
07/30/2025-16:02:13.877199,0.0,0.22,0.0,0.0,0.85,0.0,0.05,9.4,5.12,0.0,5.57,0.0,0.0,10.97,6.49,2.49,4.89,0.0,3.49,1.99,1.59,0.0,1.6,0.55,0.38,10.58,1.32,0.0,0.39,0.0,0.0,0.79,0.0,0.55,0.38,1.53
07/30/2025-16:02:14.303789,0.0,0.22,0.0,0.0,0.85,0.0,0.05,9.4,5.12,0.0,5.57,0.0,0.0,10.97,6.49,2.49,4.89,0.0,3.49,1.99,1.59,0.0,1.6,0.55,0.38,10.58,1.32,0.0,0.39,0.0,0.0,0.79,0.0,0.55,0.38,1.53
07/30/2025-16:02:14.772747,0.0,0.22,0.0,0.0,0.85,0.0,0.05,9.4,5.12,0.0,5.57,0.0,0.0,10.97,6.49,2.49,4.89,0.0,3.49,1.99,1.59,0.0,1.6,0.55,0.38,10.58,1.32,0.0,0.39,0.0,0.0,0.79,0.0,0.55,0.38,1.53
07/30/2025-16:02:15.240507,0.0,0.22,0.0,0.0,0.85,0.0,0.05,9.4,5.12,0.0,5.57,0.0,0.0,10.97,6.49,2.49,4.89,0.0,3.49,1.99,1.59,0.0,1.6,0.55,0.38,10.58,1.32,0.0,0.39,0.0,0.0,0.79,0.0,0.55,0.38,1.53
07/30/2025-16:02:15.722281,0.0,0.16,0.0,0.0,0.55,0.0,0.0,9.14,4.77,0.0,5.78,0.0,0.0,11.6,6.64,2.53,4.98,0.0,2.87,2.46,1.57,0.0,1.62,0.53,0.35,10.79,1.48,0.0,0.37,0.0,0.0,0.76,0.0,0.71,0.45,1.57
07/30/2025-16:02:16.162009,0.0,0.16,0.0,0.0,0.55,0.0,0.0,9.14,4.77,0.0,5.78,0.0,0.0,11.6,6.64,2.53,4.98,0.0,2.87,2.46,1.57,0.0,1.62,0.53,0.35,10.79,1.48,0.0,0.37,0.0,0.0,0.76,0.0,0.71,0.45,1.57
07/30/2025-16:02:16.670982,0.0,0.16,0.0,0.0,0.55,0.0,0.0,9.14,4.77,0.0,5.78,0.0,0.0,11.6,6.64,2.53,4.98,0.0,2.87,2.46,1.57,0.0,1.62,0.53,0.35,10.79,1.48,0.0,0.37,0.0,0.0,0.76,0.0,0.71,0.45,1.57
07/30/2025-16:02:17.109181,0.05,0.11,0.0,0.0,0.47,0.0,0.03,8.75,5.5,0.0,5.88,0.0,0.01,12.1,6.79,2.62,4.99,0.0,3.69,2.42,1.67,0.0,1.65,0.53,0.41,12.35,1.63,0.0,0.42,0.0,0.0,0.89,0.0,0.35,0.43,1.57
07/30/2025-16:02:17.635816,0.05,0.11,0.0,0.0,0.47,0.0,0.03,8.75,5.5,0.0,5.88,0.0,0.01,12.1,6.79,2.62,4.99,0.0,3.69,2.42,1.67,0.0,1.65,0.53,0.41,12.35,1.63,0.0,0.42,0.0,0.0,0.89,0.0,0.35,0.43,1.57
07/30/2025-16:02:18.156517,0.05,0.11,0.0,0.0,0.47,0.0,0.03,8.75,5.5,0.0,5.88,0.0,0.01,12.1,6.79,2.62,4.99,0.0,3.69,2.42,1.67,0.0,1.65,0.53,0.41,12.35,1.63,0.0,0.42,0.0,0.0,0.89,0.0,0.35,0.43,1.57
07/30/2025-16:02:18.594154,0.05,0.11,0.0,0.0,0.47,0.0,0.03,8.75,5.5,0.0,5.88,0.0,0.01,12.1,6.79,2.62,4.99,0.0,3.69,2.42,1.67,0.0,1.65,0.53,0.41,12.35,1.63,0.0,0.42,0.0,0.0,0.89,0.0,0.35,0.43,1.57
07/30/2025-16:02:19.094805,0.0,0.08,0.0,0.0,0.0,0.0,0.03,9.29,5.57,0.0,5.9,0.0,0.03,12.08,6.88,2.65,5.03,0.0,3.18,2.93,1.71,0.0,1.66,0.59,0.57,12.69,2.09,0.0,0.44,0.0,0.09,0.92,0.0,0.39,0.42,1.63
07/30/2025-16:02:19.526679,0.0,0.08,0.0,0.0,0.0,0.0,0.03,9.29,5.57,0.0,5.9,0.0,0.03,12.08,6.88,2.65,5.03,0.0,3.18,2.93,1.71,0.0,1.66,0.59,0.57,12.69,2.09,0.0,0.44,0.0,0.09,0.92,0.0,0.39,0.42,1.63
07/30/2025-16:02:19.972652,0.0,0.08,0.0,0.0,0.0,0.0,0.03,9.29,5.57,0.0,5.9,0.0,0.03,12.08,6.88,2.65,5.03,0.0,3.18,2.93,1.71,0.0,1.66,0.59,0.57,12.69,2.09,0.0,0.44,0.0,0.09,0.92,0.0,0.39,0.42,1.63
07/30/2025-16:02:20.409694,0.0,0.08,0.0,0.0,0.0,0.0,0.03,9.29,5.57,0.0,5.9,0.0,0.03,12.08,6.88,2.65,5.03,0.0,3.18,2.93,1.71,0.0,1.66,0.59,0.57,12.69,2.09,0.0,0.44,0.0,0.09,0.92,0.0,0.39,0.42,1.63
07/30/2025-16:02:20.849012,0.0,0.08,0.0,0.0,0.0,0.0,0.0,10.41,6.07,0.0,5.97,0.0,0.03,12.42,6.99,2.65,5.1,0.0,2.15,3.21,1.73,0.0,1.71,0.53,0.6,11.6,1.92,0.0,0.42,0.0,0.03,0.87,0.0,0.28,0.45,1.67
07/30/2025-16:02:21.286702,0.0,0.08,0.0,0.0,0.0,0.0,0.0,10.41,6.07,0.0,5.97,0.0,0.03,12.42,6.99,2.65,5.1,0.0,2.15,3.21,1.73,0.0,1.71,0.53,0.6,11.6,1.92,0.0,0.42,0.0,0.03,0.87,0.0,0.28,0.45,1.67
07/30/2025-16:02:21.757257,0.0,0.08,0.0,0.0,0.0,0.0,0.0,10.41,6.07,0.0,5.97,0.0,0.03,12.42,6.99,2.65,5.1,0.0,2.15,3.21,1.73,0.0,1.71,0.53,0.6,11.6,1.92,0.0,0.42,0.0,0.03,0.87,0.0,0.28,0.45,1.67
07/30/2025-16:02:22.289820,0.0,0.08,0.0,0.0,0.0,0.0,0.0,10.41,6.07,0.0,5.97,0.0,0.03,12.42,6.99,2.65,5.1,0.0,2.15,3.21,1.73,0.0,1.71,0.53,0.6,11.6,1.92,0.0,0.42,0.0,0.03,0.87,0.0,0.28,0.45,1.67
07/30/2025-16:02:22.751135,0.0,0.03,0.0,-0.0,0.0,0.0,0.05,10.6,5.09,0.0,6.23,0.0,0.02,12.73,7.12,2.67,5.1,0.0,4.62,3.83,1.83,0.0,1.73,0.59,0.68,12.28,1.74,0.04,0.45,0.0,0.06,0.86,0.0,0.35,0.42,1.7
07/30/2025-16:02:23.198959,0.0,0.03,0.0,-0.0,0.0,0.0,0.05,10.6,5.09,0.0,6.23,0.0,0.02,12.73,7.12,2.67,5.1,0.0,4.62,3.83,1.83,0.0,1.73,0.59,0.68,12.28,1.74,0.04,0.45,0.0,0.06,0.86,0.0,0.35,0.42,1.7
07/30/2025-16:02:23.758938,0.0,0.03,0.0,-0.0,0.0,0.0,0.05,10.6,5.09,0.0,6.23,0.0,0.02,12.73,7.12,2.67,5.1,0.0,4.62,3.83,1.83,0.0,1.73,0.59,0.68,12.28,1.74,0.04,0.45,0.0,0.06,0.86,0.0,0.35,0.42,1.7
07/30/2025-16:02:24.219326,0.0,0.0,0.0,-0.0,0.0,0.0,0.06,10.79,4.22,0.0,6.42,0.0,0.01,13.01,7.22,2.7,5.18,0.0,4.72,3.13,1.83,0.0,1.75,0.63,0.56,12.45,1.86,0.0,0.45,0.0,0.07,0.93,0.0,0.51,0.41,1.69
07/30/2025-16:02:24.657904,0.0,0.0,0.0,-0.0,0.0,0.0,0.06,10.79,4.22,0.0,6.42,0.0,0.01,13.01,7.22,2.7,5.18,0.0,4.72,3.13,1.83,0.0,1.75,0.63,0.56,12.45,1.86,0.0,0.45,0.0,0.07,0.93,0.0,0.51,0.41,1.69
07/30/2025-16:02:25.117054,0.0,0.0,0.0,-0.0,0.0,0.0,0.06,10.79,4.22,0.0,6.42,0.0,0.01,13.01,7.22,2.7,5.18,0.0,4.72,3.13,1.83,0.0,1.75,0.63,0.56,12.45,1.86,0.0,0.45,0.0,0.07,0.93,0.0,0.51,0.41,1.69
07/30/2025-16:02:25.631892,0.0,0.0,0.0,-0.0,0.0,0.0,0.06,10.79,4.22,0.0,6.42,0.0,0.01,13.01,7.22,2.7,5.18,0.0,4.72,3.13,1.83,0.0,1.75,0.63,0.56,12.45,1.86,0.0,0.45,0.0,0.07,0.93,0.0,0.51,0.41,1.69
07/30/2025-16:02:26.070674,0.0,0.0,0.0,0.02,0.0,0.03,0.03,10.49,4.09,0.0,6.54,0.0,0.01,13.18,7.25,2.73,5.19,0.0,5.03,3.17,1.88,0.0,1.75,0.65,0.55,12.8,2.27,0.0,0.47,0.0,0.14,0.98,0.0,0.24,0.5,1.75
07/30/2025-16:02:26.488557,0.0,0.0,0.0,0.02,0.0,0.03,0.03,10.49,4.09,0.0,6.54,0.0,0.01,13.18,7.25,2.73,5.19,0.0,5.03,3.17,1.88,0.0,1.75,0.65,0.55,12.8,2.27,0.0,0.47,0.0,0.14,0.98,0.0,0.24,0.5,1.75
07/30/2025-16:02:26.992314,0.0,0.0,0.0,0.02,0.0,0.03,0.03,10.49,4.09,0.0,6.54,0.0,0.01,13.18,7.25,2.73,5.19,0.0,5.03,3.17,1.88,0.0,1.75,0.65,0.55,12.8,2.27,0.0,0.47,0.0,0.14,0.98,0.0,0.24,0.5,1.75
07/30/2025-16:02:27.461004,0.0,0.0,0.0,0.02,0.0,0.03,0.03,10.49,4.09,0.0,6.54,0.0,0.01,13.18,7.25,2.73,5.19,0.0,5.03,3.17,1.88,0.0,1.75,0.65,0.55,12.8,2.27,0.0,0.47,0.0,0.14,0.98,0.0,0.24,0.5,1.75
07/30/2025-16:02:27.888838,0.0,0.03,0.0,0.02,0.0,0.03,0.03,11.15,4.27,0.0,6.69,0.0,0.0,13.87,7.35,2.73,5.2,0.0,3.28,3.56,1.97,0.0,1.77,0.63,0.61,12.59,2.47,0.03,0.47,0.0,0.12,0.96,0.0,0.04,0.57,1.78
07/30/2025-16:02:28.354707,0.0,0.03,0.0,0.02,0.0,0.03,0.03,11.15,4.27,0.0,6.69,0.0,0.0,13.87,7.35,2.73,5.2,0.0,3.28,3.56,1.97,0.0,1.77,0.63,0.61,12.59,2.47,0.03,0.47,0.0,0.12,0.96,0.0,0.04,0.57,1.78
07/30/2025-16:02:28.805823,0.0,0.03,0.0,0.02,0.0,0.03,0.03,11.15,4.27,0.0,6.69,0.0,0.0,13.87,7.35,2.73,5.2,0.0,3.28,3.56,1.97,0.0,1.77,0.63,0.61,12.59,2.47,0.03,0.47,0.0,0.12,0.96,0.0,0.04,0.57,1.78
07/30/2025-16:02:29.248414,0.0,0.03,0.0,0.02,0.0,0.03,0.03,11.15,4.27,0.0,6.69,0.0,0.0,13.87,7.35,2.73,5.2,0.0,3.28,3.56,1.97,0.0,1.77,0.63,0.61,12.59,2.47,0.03,0.47,0.0,0.12,0.96,0.0,0.04,0.57,1.78
