MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-15:39:12.750137,0.05,0.08,0.06,0.0,0.06,0.02,0.0,0.0,0.22,0.0,0.04,0.02,0.0,0.0,0.07,0.08,0.1,0.0,1.58,0.39,0.09,0.0,0.05,0.02,0.36,0.0,3.6,0.24,0.15,0.03,0.0,0.06,0.0,0.0,0.1,0.09
07/30/2025-15:39:13.194993,0.05,0.08,0.06,0.0,0.06,0.02,0.0,0.0,0.22,0.0,0.04,0.02,0.0,0.0,0.07,0.08,0.1,0.0,1.58,0.39,0.09,0.0,0.05,0.02,0.36,0.0,3.6,0.24,0.15,0.03,0.0,0.06,0.0,0.0,0.1,0.09
07/30/2025-15:39:13.626079,0.05,0.08,0.06,0.0,0.06,0.02,0.0,0.0,0.22,0.0,0.04,0.02,0.0,0.0,0.07,0.08,0.1,0.0,1.58,0.39,0.09,0.0,0.05,0.02,0.36,0.0,3.6,0.24,0.15,0.03,0.0,0.06,0.0,0.0,0.1,0.09
07/30/2025-15:39:14.143006,0.05,0.08,0.06,0.0,0.06,0.02,0.0,0.0,0.22,0.0,0.04,0.02,0.0,0.0,0.07,0.08,0.1,0.0,1.58,0.39,0.09,0.0,0.05,0.02,0.36,0.0,3.6,0.24,0.15,0.03,0.0,0.06,0.0,0.0,0.1,0.09
07/30/2025-15:39:14.592261,0.0,0.0,-0.0,0.0,0.06,0.01,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.86,1.21,1.45,0.0,1.74,0.0,0.0,0.86,1.1,0.02,0.42,1.88,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.28,0.82,1.05
07/30/2025-15:39:15.044994,0.0,0.0,-0.0,0.0,0.06,0.01,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.86,1.21,1.45,0.0,1.74,0.0,0.0,0.86,1.1,0.02,0.42,1.88,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.28,0.82,1.05
07/30/2025-15:39:15.476939,0.0,0.0,-0.0,0.0,0.06,0.01,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.86,1.21,1.45,0.0,1.74,0.0,0.0,0.86,1.1,0.02,0.42,1.88,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.28,0.82,1.05
07/30/2025-15:39:15.957624,0.0,0.0,-0.0,0.0,0.06,0.01,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.86,1.21,1.45,0.0,1.74,0.0,0.0,0.86,1.1,0.02,0.42,1.88,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.28,0.82,1.05
07/30/2025-15:39:16.381737,0.14,0.0,0.0,0.0,0.06,0.06,0.0,2.53,1.85,0.0,0.0,0.0,0.0,0.0,4.03,2.1,3.17,0.0,0.0,0.0,0.64,0.21,1.52,0.0,0.33,6.23,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.28,1.14,1.55
07/30/2025-15:39:16.822269,0.14,0.0,0.0,0.0,0.06,0.06,0.0,2.53,1.85,0.0,0.0,0.0,0.0,0.0,4.03,2.1,3.17,0.0,0.0,0.0,0.64,0.21,1.52,0.0,0.33,6.23,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.28,1.14,1.55
07/30/2025-15:39:17.319131,0.14,0.0,0.0,0.0,0.06,0.06,0.0,2.53,1.85,0.0,0.0,0.0,0.0,0.0,4.03,2.1,3.17,0.0,0.0,0.0,0.64,0.21,1.52,0.0,0.33,6.23,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.28,1.14,1.55
07/30/2025-15:39:17.780930,0.14,0.0,0.0,0.0,0.06,0.06,0.0,2.53,1.85,0.0,0.0,0.0,0.0,0.0,4.03,2.1,3.17,0.0,0.0,0.0,0.64,0.21,1.52,0.0,0.33,6.23,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.28,1.14,1.55
07/30/2025-15:39:18.291350,0.18,0.0,0.0,0.03,0.0,0.1,0.0,4.21,3.63,0.0,0.0,0.0,0.0,0.0,5.03,2.57,3.73,0.0,1.9,0.0,1.06,0.08,1.71,0.2,0.33,8.55,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.36,1.37,1.73
07/30/2025-15:39:18.789667,0.18,0.0,0.0,0.03,0.0,0.1,0.0,4.21,3.63,0.0,0.0,0.0,0.0,0.0,5.03,2.57,3.73,0.0,1.9,0.0,1.06,0.08,1.71,0.2,0.33,8.55,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.36,1.37,1.73
07/30/2025-15:39:19.221111,0.18,0.0,0.0,0.03,0.0,0.1,0.0,4.21,3.63,0.0,0.0,0.0,0.0,0.0,5.03,2.57,3.73,0.0,1.9,0.0,1.06,0.08,1.71,0.2,0.33,8.55,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.36,1.37,1.73
07/30/2025-15:39:19.811783,0.09,0.0,0.0,0.0,0.06,0.15,0.0,4.85,4.17,0.0,0.0,0.0,0.0,0.0,5.66,2.71,3.69,0.0,0.32,0.0,1.28,0.03,1.77,0.22,0.13,9.66,0.0,0.0,0.53,0.0,0.0,0.1,0.0,0.19,1.5,1.86
07/30/2025-15:39:20.302176,0.09,0.0,0.0,0.0,0.06,0.15,0.0,4.85,4.17,0.0,0.0,0.0,0.0,0.0,5.66,2.71,3.69,0.0,0.32,0.0,1.28,0.03,1.77,0.22,0.13,9.66,0.0,0.0,0.53,0.0,0.0,0.1,0.0,0.19,1.5,1.86
07/30/2025-15:39:20.805036,0.09,0.0,0.0,0.0,0.06,0.15,0.0,4.85,4.17,0.0,0.0,0.0,0.0,0.0,5.66,2.71,3.69,0.0,0.32,0.0,1.28,0.03,1.77,0.22,0.13,9.66,0.0,0.0,0.53,0.0,0.0,0.1,0.0,0.19,1.5,1.86
07/30/2025-15:39:21.231737,0.09,0.0,0.0,0.0,0.06,0.15,0.0,4.85,4.17,0.0,0.0,0.0,0.0,0.0,5.66,2.71,3.69,0.0,0.32,0.0,1.28,0.03,1.77,0.22,0.13,9.66,0.0,0.0,0.53,0.0,0.0,0.1,0.0,0.19,1.5,1.86
07/30/2025-15:39:21.742597,0.14,0.0,0.0,0.0,0.0,0.13,0.0,5.34,4.55,0.0,0.0,0.0,0.0,0.0,6.07,2.86,4.35,0.0,0.0,0.0,1.46,0.0,1.91,0.26,0.3,10.8,0.0,0.0,0.64,0.0,0.0,0.17,0.0,0.19,1.55,1.99
07/30/2025-15:39:22.198731,0.14,0.0,0.0,0.0,0.0,0.13,0.0,5.34,4.55,0.0,0.0,0.0,0.0,0.0,6.07,2.86,4.35,0.0,0.0,0.0,1.46,0.0,1.91,0.26,0.3,10.8,0.0,0.0,0.64,0.0,0.0,0.17,0.0,0.19,1.55,1.99
07/30/2025-15:39:22.639826,0.14,0.0,0.0,0.0,0.0,0.13,0.0,5.34,4.55,0.0,0.0,0.0,0.0,0.0,6.07,2.86,4.35,0.0,0.0,0.0,1.46,0.0,1.91,0.26,0.3,10.8,0.0,0.0,0.64,0.0,0.0,0.17,0.0,0.19,1.55,1.99
07/30/2025-15:39:23.117938,0.14,0.0,0.0,0.0,0.0,0.13,0.0,5.34,4.55,0.0,0.0,0.0,0.0,0.0,6.07,2.86,4.35,0.0,0.0,0.0,1.46,0.0,1.91,0.26,0.3,10.8,0.0,0.0,0.64,0.0,0.0,0.17,0.0,0.19,1.55,1.99
07/30/2025-15:39:23.551333,0.0,0.0,0.0,-0.0,0.0,0.13,0.0,5.41,4.78,0.0,0.0,0.0,0.0,0.0,6.11,2.97,4.6,0.0,0.0,0.0,1.7,0.0,1.98,0.33,0.21,12.02,0.0,0.0,0.55,0.0,0.31,0.17,0.0,0.22,1.62,2.14
07/30/2025-15:39:24.053551,0.0,0.0,0.0,-0.0,0.0,0.13,0.0,5.41,4.78,0.0,0.0,0.0,0.0,0.0,6.11,2.97,4.6,0.0,0.0,0.0,1.7,0.0,1.98,0.33,0.21,12.02,0.0,0.0,0.55,0.0,0.31,0.17,0.0,0.22,1.62,2.14
07/30/2025-15:39:24.494787,0.0,0.0,0.0,-0.0,0.0,0.13,0.0,5.41,4.78,0.0,0.0,0.0,0.0,0.0,6.11,2.97,4.6,0.0,0.0,0.0,1.7,0.0,1.98,0.33,0.21,12.02,0.0,0.0,0.55,0.0,0.31,0.17,0.0,0.22,1.62,2.14
07/30/2025-15:39:24.947242,0.0,0.0,0.0,-0.0,0.0,0.13,0.0,5.41,4.78,0.0,0.0,0.0,0.0,0.0,6.11,2.97,4.6,0.0,0.0,0.0,1.7,0.0,1.98,0.33,0.21,12.02,0.0,0.0,0.55,0.0,0.31,0.17,0.0,0.22,1.62,2.14
07/30/2025-15:39:25.388241,0.14,0.0,0.0,0.01,0.28,0.1,0.0,5.74,3.67,0.0,0.0,0.0,0.0,0.0,6.35,3.03,4.82,0.0,0.0,0.0,1.86,0.0,2.04,0.35,0.22,12.47,0.0,0.0,0.6,0.0,0.33,0.4,0.0,0.14,1.72,2.14
07/30/2025-15:39:25.821447,0.14,0.0,0.0,0.01,0.28,0.1,0.0,5.74,3.67,0.0,0.0,0.0,0.0,0.0,6.35,3.03,4.82,0.0,0.0,0.0,1.86,0.0,2.04,0.35,0.22,12.47,0.0,0.0,0.6,0.0,0.33,0.4,0.0,0.14,1.72,2.14
07/30/2025-15:39:26.278389,0.14,0.0,0.0,0.01,0.28,0.1,0.0,5.74,3.67,0.0,0.0,0.0,0.0,0.0,6.35,3.03,4.82,0.0,0.0,0.0,1.86,0.0,2.04,0.35,0.22,12.47,0.0,0.0,0.6,0.0,0.33,0.4,0.0,0.14,1.72,2.14
07/30/2025-15:39:26.721728,0.14,0.0,0.0,0.01,0.28,0.1,0.0,5.74,3.67,0.0,0.0,0.0,0.0,0.0,6.35,3.03,4.82,0.0,0.0,0.0,1.86,0.0,2.04,0.35,0.22,12.47,0.0,0.0,0.6,0.0,0.33,0.4,0.0,0.14,1.72,2.14
07/30/2025-15:39:27.174411,0.0,0.0,0.0,0.0,0.0,0.14,0.0,5.32,1.7,0.0,0.0,0.0,0.0,0.0,6.6,3.1,4.96,0.0,1.27,0.0,1.99,0.0,2.08,0.37,0.33,12.66,0.0,0.0,0.66,0.0,0.48,0.4,0.0,0.14,1.78,2.36
07/30/2025-15:39:27.688155,0.0,0.0,0.0,0.0,0.0,0.14,0.0,5.32,1.7,0.0,0.0,0.0,0.0,0.0,6.6,3.1,4.96,0.0,1.27,0.0,1.99,0.0,2.08,0.37,0.33,12.66,0.0,0.0,0.66,0.0,0.48,0.4,0.0,0.14,1.78,2.36
07/30/2025-15:39:28.188133,0.0,0.0,0.0,0.0,0.0,0.14,0.0,5.32,1.7,0.0,0.0,0.0,0.0,0.0,6.6,3.1,4.96,0.0,1.27,0.0,1.99,0.0,2.08,0.37,0.33,12.66,0.0,0.0,0.66,0.0,0.48,0.4,0.0,0.14,1.78,2.36
07/30/2025-15:39:28.636400,0.09,0.0,0.0,0.0,0.0,0.13,0.0,5.73,0.0,0.0,0.0,0.0,0.0,0.05,6.8,3.2,5.0,0.0,0.0,0.0,2.04,0.0,2.12,0.45,0.42,12.84,0.0,0.0,0.69,0.0,0.49,0.49,0.0,0.06,1.78,2.32
07/30/2025-15:39:29.115241,0.09,0.0,0.0,0.0,0.0,0.13,0.0,5.73,0.0,0.0,0.0,0.0,0.0,0.05,6.8,3.2,5.0,0.0,0.0,0.0,2.04,0.0,2.12,0.45,0.42,12.84,0.0,0.0,0.69,0.0,0.49,0.49,0.0,0.06,1.78,2.32
07/30/2025-15:39:29.573520,0.09,0.0,0.0,0.0,0.0,0.13,0.0,5.73,0.0,0.0,0.0,0.0,0.0,0.05,6.8,3.2,5.0,0.0,0.0,0.0,2.04,0.0,2.12,0.45,0.42,12.84,0.0,0.0,0.69,0.0,0.49,0.49,0.0,0.06,1.78,2.32
07/30/2025-15:39:30.070609,0.09,0.0,0.0,0.0,0.0,0.13,0.0,5.73,0.0,0.0,0.0,0.0,0.0,0.05,6.8,3.2,5.0,0.0,0.0,0.0,2.04,0.0,2.12,0.45,0.42,12.84,0.0,0.0,0.69,0.0,0.49,0.49,0.0,0.06,1.78,2.32
07/30/2025-15:39:30.546240,0.23,0.0,0.0,0.0,0.0,0.15,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.22,6.5,3.05,5.1,0.0,0.0,0.0,2.14,0.0,2.08,0.0,0.56,13.33,0.0,0.22,0.8,0.0,2.31,0.47,0.0,0.14,1.81,2.37
07/30/2025-15:39:31.023881,0.23,0.0,0.0,0.0,0.0,0.15,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.22,6.5,3.05,5.1,0.0,0.0,0.0,2.14,0.0,2.08,0.0,0.56,13.33,0.0,0.22,0.8,0.0,2.31,0.47,0.0,0.14,1.81,2.37
07/30/2025-15:39:31.470867,0.23,0.0,0.0,0.0,0.0,0.15,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.22,6.5,3.05,5.1,0.0,0.0,0.0,2.14,0.0,2.08,0.0,0.56,13.33,0.0,0.22,0.8,0.0,2.31,0.47,0.0,0.14,1.81,2.37
07/30/2025-15:39:31.985716,0.23,0.0,0.0,0.0,0.0,0.15,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.22,6.5,3.05,5.1,0.0,0.0,0.0,2.14,0.0,2.08,0.0,0.56,13.33,0.0,0.22,0.8,0.0,2.31,0.47,0.0,0.14,1.81,2.37
07/30/2025-15:39:32.499531,0.05,0.0,0.0,-0.0,0.0,0.14,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,4.31,2.99,5.49,0.0,0.0,0.0,1.29,0.0,2.41,0.0,0.36,11.94,0.0,0.68,0.84,0.0,2.24,0.37,0.0,0.11,1.76,2.26
07/30/2025-15:39:32.936532,0.05,0.0,0.0,-0.0,0.0,0.14,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,4.31,2.99,5.49,0.0,0.0,0.0,1.29,0.0,2.41,0.0,0.36,11.94,0.0,0.68,0.84,0.0,2.24,0.37,0.0,0.11,1.76,2.26
07/30/2025-15:39:33.432291,0.05,0.0,0.0,-0.0,0.0,0.14,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,4.31,2.99,5.49,0.0,0.0,0.0,1.29,0.0,2.41,0.0,0.36,11.94,0.0,0.68,0.84,0.0,2.24,0.37,0.0,0.11,1.76,2.26
07/30/2025-15:39:33.914254,0.05,0.0,0.0,0.0,0.0,0.13,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,6.46,3.38,6.33,0.0,0.0,0.0,2.11,0.0,2.6,0.0,0.32,14.07,1.18,0.22,0.84,0.0,2.18,0.57,0.0,0.11,1.78,2.55
07/30/2025-15:39:34.400998,0.05,0.0,0.0,0.0,0.0,0.13,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,6.46,3.38,6.33,0.0,0.0,0.0,2.11,0.0,2.6,0.0,0.32,14.07,1.18,0.22,0.84,0.0,2.18,0.57,0.0,0.11,1.78,2.55
07/30/2025-15:39:34.860441,0.05,0.0,0.0,0.0,0.0,0.13,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,6.46,3.38,6.33,0.0,0.0,0.0,2.11,0.0,2.6,0.0,0.32,14.07,1.18,0.22,0.84,0.0,2.18,0.57,0.0,0.11,1.78,2.55
07/30/2025-15:39:35.296553,0.05,0.0,0.0,0.0,0.0,0.13,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,6.46,3.38,6.33,0.0,0.0,0.0,2.11,0.0,2.6,0.0,0.32,14.07,1.18,0.22,0.84,0.0,2.18,0.57,0.0,0.11,1.78,2.55
07/30/2025-15:39:35.704495,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.45,4.04,0.0,0.0,0.0,2.28,0.0,2.45,0.0,0.39,14.56,5.95,0.04,0.67,0.0,2.29,0.76,0.0,0.08,1.79,2.7
07/30/2025-15:39:36.117316,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.45,4.04,0.0,0.0,0.0,2.28,0.0,2.45,0.0,0.39,14.56,5.95,0.04,0.67,0.0,2.29,0.76,0.0,0.08,1.79,2.7
07/30/2025-15:39:36.592295,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.45,4.04,0.0,0.0,0.0,2.28,0.0,2.45,0.0,0.39,14.56,5.95,0.04,0.67,0.0,2.29,0.76,0.0,0.08,1.79,2.7
07/30/2025-15:39:37.031356,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,6.86,3.45,4.04,0.0,0.0,0.0,2.28,0.0,2.45,0.0,0.39,14.56,5.95,0.04,0.67,0.0,2.29,0.76,0.0,0.08,1.79,2.7
07/30/2025-15:39:37.561764,0.14,0.0,0.0,0.0,0.0,0.12,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,7.44,3.68,5.36,0.0,0.0,0.0,2.29,0.0,2.58,-0.0,0.52,12.5,5.19,0.0,0.73,0.0,2.1,0.74,0.0,0.11,1.84,2.78
07/30/2025-15:39:38.066356,0.14,0.0,0.0,0.0,0.0,0.12,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,7.44,3.68,5.36,0.0,0.0,0.0,2.29,0.0,2.58,-0.0,0.52,12.5,5.19,0.0,0.73,0.0,2.1,0.74,0.0,0.11,1.84,2.78
07/30/2025-15:39:38.502617,0.14,0.0,0.0,0.0,0.0,0.12,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,7.44,3.68,5.36,0.0,0.0,0.0,2.29,0.0,2.58,-0.0,0.52,12.5,5.19,0.0,0.73,0.0,2.1,0.74,0.0,0.11,1.84,2.78
07/30/2025-15:39:39.040162,0.14,0.0,0.0,0.0,0.0,0.12,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,7.44,3.68,5.36,0.0,0.0,0.0,2.29,0.0,2.58,-0.0,0.52,12.5,5.19,0.0,0.73,0.0,2.1,0.74,0.0,0.11,1.84,2.78
07/30/2025-15:39:39.481991,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.47,0.0,0.0,0.0,0.0,0.0,1.45,7.67,3.79,5.84,0.0,0.0,0.0,2.4,0.0,2.6,0.04,0.38,12.95,6.43,0.0,0.66,0.0,2.39,0.73,0.0,0.06,1.79,2.88
07/30/2025-15:39:39.975551,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.47,0.0,0.0,0.0,0.0,0.0,1.45,7.67,3.79,5.84,0.0,0.0,0.0,2.4,0.0,2.6,0.04,0.38,12.95,6.43,0.0,0.66,0.0,2.39,0.73,0.0,0.06,1.79,2.88
07/30/2025-15:39:40.425557,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.47,0.0,0.0,0.0,0.0,0.0,1.45,7.67,3.79,5.84,0.0,0.0,0.0,2.4,0.0,2.6,0.04,0.38,12.95,6.43,0.0,0.66,0.0,2.39,0.73,0.0,0.06,1.79,2.88
07/30/2025-15:39:40.963035,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.35,0.0,0.0,0.0,0.0,0.0,2.1,7.85,3.85,6.34,0.0,0.0,0.03,2.37,0.0,2.7,0.08,0.47,13.67,6.71,-0.0,0.71,0.0,2.57,0.82,0.0,0.11,1.81,2.95
07/30/2025-15:39:41.379694,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.35,0.0,0.0,0.0,0.0,0.0,2.1,7.85,3.85,6.34,0.0,0.0,0.03,2.37,0.0,2.7,0.08,0.47,13.67,6.71,-0.0,0.71,0.0,2.57,0.82,0.0,0.11,1.81,2.95
07/30/2025-15:39:41.840124,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.35,0.0,0.0,0.0,0.0,0.0,2.1,7.85,3.85,6.34,0.0,0.0,0.03,2.37,0.0,2.7,0.08,0.47,13.67,6.71,-0.0,0.71,0.0,2.57,0.82,0.0,0.11,1.81,2.95
07/30/2025-15:39:42.310987,0.05,0.0,0.0,0.0,0.0,0.13,0.0,5.35,0.0,0.0,0.0,0.0,0.0,2.1,7.85,3.85,6.34,0.0,0.0,0.03,2.37,0.0,2.7,0.08,0.47,13.67,6.71,-0.0,0.71,0.0,2.57,0.82,0.0,0.11,1.81,2.95
07/30/2025-15:39:42.801228,0.0,0.0,0.0,0.0,0.0,0.13,0.0,5.32,0.0,0.0,0.0,0.0,0.0,2.29,8.03,3.99,6.53,0.0,0.0,0.36,2.47,0.0,2.76,0.24,0.31,13.78,6.57,0.09,0.77,0.0,2.44,0.84,0.0,0.08,1.85,3.0
07/30/2025-15:39:43.231113,0.0,0.0,0.0,0.0,0.0,0.13,0.0,5.32,0.0,0.0,0.0,0.0,0.0,2.29,8.03,3.99,6.53,0.0,0.0,0.36,2.47,0.0,2.76,0.24,0.31,13.78,6.57,0.09,0.77,0.0,2.44,0.84,0.0,0.08,1.85,3.0
07/30/2025-15:39:43.679403,0.0,0.0,0.0,0.0,0.0,0.13,0.0,5.32,0.0,0.0,0.0,0.0,0.0,2.29,8.03,3.99,6.53,0.0,0.0,0.36,2.47,0.0,2.76,0.24,0.31,13.78,6.57,0.09,0.77,0.0,2.44,0.84,0.0,0.08,1.85,3.0
