MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/30/2025-15:58:59.076309,0.0,0.0,0.06,0.0,0.0,0.03,0.0,4.63,0.66,0.0,0.06,0.16,0.02,6.93,6.99,2.81,5.5,0.0,2.05,0.0,1.31,0.0,2.4,0.0,1.19,10.82,0.0,0.0,1.35,0.0,0.0,0.62,0.0,0.0,1.13,1.41
07/30/2025-15:59:00.078178,0.0,0.0,0.08,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.48,0.4,0.02,7.71,7.28,3.06,6.0,0.0,1.46,0.0,1.54,0.0,2.64,0.0,1.17,12.55,0.0,0.0,1.49,0.0,0.41,0.65,0.0,0.0,1.12,1.5
07/30/2025-15:59:00.540666,0.0,0.0,0.08,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.48,0.4,0.02,7.71,7.28,3.06,6.0,0.0,1.46,0.0,1.54,0.0,2.64,0.0,1.17,12.55,0.0,0.0,1.49,0.0,0.41,0.65,0.0,0.0,1.12,1.5
07/30/2025-15:59:00.983718,0.23,0.0,0.21,0.0,0.0,0.04,0.0,5.51,0.0,0.0,0.74,0.4,0.05,8.65,7.71,3.22,6.08,0.0,2.05,0.0,1.62,0.0,2.7,0.0,1.18,13.42,0.0,0.0,1.52,0.0,0.13,0.73,0.0,0.0,0.93,1.59
07/30/2025-15:59:01.446970,0.23,0.0,0.21,0.0,0.0,0.04,0.0,5.51,0.0,0.0,0.74,0.4,0.05,8.65,7.71,3.22,6.08,0.0,2.05,0.0,1.62,0.0,2.7,0.0,1.18,13.42,0.0,0.0,1.52,0.0,0.13,0.73,0.0,0.0,0.93,1.59
07/30/2025-15:59:01.898805,0.23,0.0,0.21,0.0,0.0,0.04,0.0,5.51,0.0,0.0,0.74,0.4,0.05,8.65,7.71,3.22,6.08,0.0,2.05,0.0,1.62,0.0,2.7,0.0,1.18,13.42,0.0,0.0,1.52,0.0,0.13,0.73,0.0,0.0,0.93,1.59
07/30/2025-15:59:02.396834,0.23,0.0,0.21,0.0,0.0,0.04,0.0,5.51,0.0,0.0,0.74,0.4,0.05,8.65,7.71,3.22,6.08,0.0,2.05,0.0,1.62,0.0,2.7,0.0,1.18,13.42,0.0,0.0,1.52,0.0,0.13,0.73,0.0,0.0,0.93,1.59
07/30/2025-15:59:02.861050,0.0,0.0,0.19,0.01,0.0,0.04,0.0,6.05,0.0,0.0,0.92,0.39,0.04,9.14,8.02,3.34,6.24,0.0,2.32,0.0,1.62,0.0,2.76,0.0,1.0,13.62,0.0,0.0,1.57,0.0,0.58,0.89,0.0,0.0,0.9,1.7
07/30/2025-15:59:03.323203,0.0,0.0,0.19,0.01,0.0,0.04,0.0,6.05,0.0,0.0,0.92,0.39,0.04,9.14,8.02,3.34,6.24,0.0,2.32,0.0,1.62,0.0,2.76,0.0,1.0,13.62,0.0,0.0,1.57,0.0,0.58,0.89,0.0,0.0,0.9,1.7
07/30/2025-15:59:03.745926,0.0,0.0,0.19,0.01,0.0,0.04,0.0,6.05,0.0,0.0,0.92,0.39,0.04,9.14,8.02,3.34,6.24,0.0,2.32,0.0,1.62,0.0,2.76,0.0,1.0,13.62,0.0,0.0,1.57,0.0,0.58,0.89,0.0,0.0,0.9,1.7
07/30/2025-15:59:04.202017,0.0,0.0,0.19,0.01,0.0,0.04,0.0,6.05,0.0,0.0,0.92,0.39,0.04,9.14,8.02,3.34,6.24,0.0,2.32,0.0,1.62,0.0,2.76,0.0,1.0,13.62,0.0,0.0,1.57,0.0,0.58,0.89,0.0,0.0,0.9,1.7
07/30/2025-15:59:04.647354,0.0,0.0,0.17,0.03,0.0,0.05,-0.0,6.47,0.0,0.0,1.03,0.48,0.05,9.66,8.13,3.39,6.31,0.0,1.32,0.0,1.68,0.0,2.83,0.0,1.04,13.86,0.0,0.0,1.67,0.0,0.99,0.86,0.0,0.0,1.04,1.72
07/30/2025-15:59:05.098023,0.0,0.0,0.17,0.03,0.0,0.05,-0.0,6.47,0.0,0.0,1.03,0.48,0.05,9.66,8.13,3.39,6.31,0.0,1.32,0.0,1.68,0.0,2.83,0.0,1.04,13.86,0.0,0.0,1.67,0.0,0.99,0.86,0.0,0.0,1.04,1.72
07/30/2025-15:59:05.632803,0.0,0.0,0.17,0.03,0.0,0.05,-0.0,6.47,0.0,0.0,1.03,0.48,0.05,9.66,8.13,3.39,6.31,0.0,1.32,0.0,1.68,0.0,2.83,0.0,1.04,13.86,0.0,0.0,1.67,0.0,0.99,0.86,0.0,0.0,1.04,1.72
07/30/2025-15:59:06.069209,0.0,0.0,0.17,0.03,0.0,0.05,-0.0,6.47,0.0,0.0,1.03,0.48,0.05,9.66,8.13,3.39,6.31,0.0,1.32,0.0,1.68,0.0,2.83,0.0,1.04,13.86,0.0,0.0,1.67,0.0,0.99,0.86,0.0,0.0,1.04,1.72
07/30/2025-15:59:06.604578,0.0,0.0,0.25,0.02,0.0,0.03,0.0,6.59,0.0,0.0,1.07,0.48,0.03,9.6,8.34,3.44,6.36,0.0,1.06,0.0,1.81,0.0,2.91,0.0,1.2,14.08,0.0,0.0,1.71,0.0,1.26,0.82,0.0,0.0,1.33,1.79
07/30/2025-15:59:07.134154,0.0,0.0,0.25,0.02,0.0,0.03,0.0,6.59,0.0,0.0,1.07,0.48,0.03,9.6,8.34,3.44,6.36,0.0,1.06,0.0,1.81,0.0,2.91,0.0,1.2,14.08,0.0,0.0,1.71,0.0,1.26,0.82,0.0,0.0,1.33,1.79
07/30/2025-15:59:07.645185,0.0,0.0,0.25,0.02,0.0,0.03,0.0,6.59,0.0,0.0,1.07,0.48,0.03,9.6,8.34,3.44,6.36,0.0,1.06,0.0,1.81,0.0,2.91,0.0,1.2,14.08,0.0,0.0,1.71,0.0,1.26,0.82,0.0,0.0,1.33,1.79
07/30/2025-15:59:08.075848,0.05,0.0,0.17,0.0,0.0,0.03,0.0,6.11,0.0,0.0,1.0,0.42,0.0,9.58,8.47,3.49,6.43,0.0,0.79,0.0,1.82,0.0,2.93,0.0,1.05,14.78,0.0,0.0,1.73,0.0,1.1,0.82,0.0,0.0,1.66,1.81
07/30/2025-15:59:08.514765,0.05,0.0,0.17,0.0,0.0,0.03,0.0,6.11,0.0,0.0,1.0,0.42,0.0,9.58,8.47,3.49,6.43,0.0,0.79,0.0,1.82,0.0,2.93,0.0,1.05,14.78,0.0,0.0,1.73,0.0,1.1,0.82,0.0,0.0,1.66,1.81
07/30/2025-15:59:09.011410,0.05,0.0,0.17,0.0,0.0,0.03,0.0,6.11,0.0,0.0,1.0,0.42,0.0,9.58,8.47,3.49,6.43,0.0,0.79,0.0,1.82,0.0,2.93,0.0,1.05,14.78,0.0,0.0,1.73,0.0,1.1,0.82,0.0,0.0,1.66,1.81
07/30/2025-15:59:09.513794,0.05,0.0,0.17,0.0,0.0,0.03,0.0,6.11,0.0,0.0,1.0,0.42,0.0,9.58,8.47,3.49,6.43,0.0,0.79,0.0,1.82,0.0,2.93,0.0,1.05,14.78,0.0,0.0,1.73,0.0,1.1,0.82,0.0,0.0,1.66,1.81
07/30/2025-15:59:09.950466,0.0,0.0,0.23,0.01,0.0,0.05,0.0,6.38,0.0,0.0,1.08,0.51,0.04,9.82,8.51,3.54,6.47,0.0,0.0,-0.0,1.94,0.0,2.98,0.0,1.11,14.89,0.0,0.0,1.81,0.0,0.92,0.87,0.0,0.0,1.64,1.84
07/30/2025-15:59:10.414433,0.0,0.0,0.23,0.01,0.0,0.05,0.0,6.38,0.0,0.0,1.08,0.51,0.04,9.82,8.51,3.54,6.47,0.0,0.0,-0.0,1.94,0.0,2.98,0.0,1.11,14.89,0.0,0.0,1.81,0.0,0.92,0.87,0.0,0.0,1.64,1.84
07/30/2025-15:59:10.850510,0.0,0.0,0.23,0.01,0.0,0.05,0.0,6.38,0.0,0.0,1.08,0.51,0.04,9.82,8.51,3.54,6.47,0.0,0.0,-0.0,1.94,0.0,2.98,0.0,1.11,14.89,0.0,0.0,1.81,0.0,0.92,0.87,0.0,0.0,1.64,1.84
07/30/2025-15:59:11.340132,0.0,0.0,0.23,0.01,0.0,0.05,0.0,6.38,0.0,0.0,1.08,0.51,0.04,9.82,8.51,3.54,6.47,0.0,0.0,-0.0,1.94,0.0,2.98,0.0,1.11,14.89,0.0,0.0,1.81,0.0,0.92,0.87,0.0,0.0,1.64,1.84
07/30/2025-15:59:11.826971,0.0,0.0,0.34,0.0,0.0,0.07,0.0,6.8,0.0,0.0,1.25,0.57,0.04,10.05,8.53,3.58,6.52,0.0,0.0,0.39,2.08,0.0,3.04,0.0,1.18,14.98,0.0,0.0,1.81,0.0,0.88,0.87,0.0,0.0,1.75,1.86
07/30/2025-15:59:12.279636,0.0,0.0,0.34,0.0,0.0,0.07,0.0,6.8,0.0,0.0,1.25,0.57,0.04,10.05,8.53,3.58,6.52,0.0,0.0,0.39,2.08,0.0,3.04,0.0,1.18,14.98,0.0,0.0,1.81,0.0,0.88,0.87,0.0,0.0,1.75,1.86
07/30/2025-15:59:12.813234,0.0,0.0,0.34,0.0,0.0,0.07,0.0,6.8,0.0,0.0,1.25,0.57,0.04,10.05,8.53,3.58,6.52,0.0,0.0,0.39,2.08,0.0,3.04,0.0,1.18,14.98,0.0,0.0,1.81,0.0,0.88,0.87,0.0,0.0,1.75,1.86
07/30/2025-15:59:13.533236,0.0,0.0,0.34,0.01,0.0,0.05,0.0,6.99,0.0,0.0,1.29,0.55,-0.0,10.42,8.69,3.61,6.55,0.0,1.26,0.75,2.17,0.0,3.04,0.0,1.18,14.9,0.0,0.0,1.82,0.0,0.82,0.96,0.0,0.0,1.92,1.91
07/30/2025-15:59:14.082043,0.0,0.0,0.34,0.01,0.0,0.05,0.0,6.99,0.0,0.0,1.29,0.55,-0.0,10.42,8.69,3.61,6.55,0.0,1.26,0.75,2.17,0.0,3.04,0.0,1.18,14.9,0.0,0.0,1.82,0.0,0.82,0.96,0.0,0.0,1.92,1.91
07/30/2025-15:59:14.544232,0.0,0.0,0.34,0.01,0.0,0.05,0.0,6.99,0.0,0.0,1.29,0.55,-0.0,10.42,8.69,3.61,6.55,0.0,1.26,0.75,2.17,0.0,3.04,0.0,1.18,14.9,0.0,0.0,1.82,0.0,0.82,0.96,0.0,0.0,1.92,1.91
07/30/2025-15:59:14.962066,0.0,0.0,0.34,0.01,0.0,0.05,0.0,6.99,0.0,0.0,1.29,0.55,-0.0,10.42,8.69,3.61,6.55,0.0,1.26,0.75,2.17,0.0,3.04,0.0,1.18,14.9,0.0,0.0,1.82,0.0,0.82,0.96,0.0,0.0,1.92,1.91
07/30/2025-15:59:15.526319,0.0,0.0,0.27,0.01,0.0,0.05,0.0,7.19,0.0,0.0,1.35,0.51,-0.0,9.97,8.84,3.64,6.59,0.0,0.66,0.57,2.24,0.0,3.1,0.0,1.18,15.15,0.0,0.0,1.89,0.0,0.5,1.11,0.48,0.0,1.9,1.94
07/30/2025-15:59:16.038177,0.0,0.0,0.27,0.01,0.0,0.05,0.0,7.19,0.0,0.0,1.35,0.51,-0.0,9.97,8.84,3.64,6.59,0.0,0.66,0.57,2.24,0.0,3.1,0.0,1.18,15.15,0.0,0.0,1.89,0.0,0.5,1.11,0.48,0.0,1.9,1.94
07/30/2025-15:59:16.559894,0.0,0.0,0.27,0.01,0.0,0.05,0.0,7.19,0.0,0.0,1.35,0.51,-0.0,9.97,8.84,3.64,6.59,0.0,0.66,0.57,2.24,0.0,3.1,0.0,1.18,15.15,0.0,0.0,1.89,0.0,0.5,1.11,0.48,0.0,1.9,1.94
07/30/2025-15:59:17.072692,0.0,0.0,0.32,0.0,0.0,0.02,0.0,7.36,0.0,0.0,1.35,0.51,0.02,10.52,8.96,3.67,6.64,0.0,0.0,0.43,2.3,0.0,3.1,0.0,1.24,15.91,0.0,0.0,1.85,0.0,0.62,1.03,0.91,0.0,1.8,1.96
07/30/2025-15:59:17.511184,0.0,0.0,0.32,0.0,0.0,0.02,0.0,7.36,0.0,0.0,1.35,0.51,0.02,10.52,8.96,3.67,6.64,0.0,0.0,0.43,2.3,0.0,3.1,0.0,1.24,15.91,0.0,0.0,1.85,0.0,0.62,1.03,0.91,0.0,1.8,1.96
07/30/2025-15:59:17.947160,0.0,0.0,0.32,0.0,0.0,0.02,0.0,7.36,0.0,0.0,1.35,0.51,0.02,10.52,8.96,3.67,6.64,0.0,0.0,0.43,2.3,0.0,3.1,0.0,1.24,15.91,0.0,0.0,1.85,0.0,0.62,1.03,0.91,0.0,1.8,1.96
07/30/2025-15:59:18.432375,0.0,0.0,0.32,0.0,0.0,0.02,0.0,7.36,0.0,0.0,1.35,0.51,0.02,10.52,8.96,3.67,6.64,0.0,0.0,0.43,2.3,0.0,3.1,0.0,1.24,15.91,0.0,0.0,1.85,0.0,0.62,1.03,0.91,0.0,1.8,1.96
07/30/2025-15:59:19.430367,0.05,0.0,0.36,-0.0,0.0,0.07,0.0,7.35,0.0,0.0,1.25,0.55,0.05,10.85,9.1,3.69,6.64,0.0,0.0,0.14,2.29,0.0,3.0,0.0,1.24,15.75,0.3,0.0,1.73,0.0,0.46,1.11,0.57,0.0,1.98,1.82
07/30/2025-15:59:19.904136,0.05,0.0,0.36,-0.0,0.0,0.07,0.0,7.35,0.0,0.0,1.25,0.55,0.05,10.85,9.1,3.69,6.64,0.0,0.0,0.14,2.29,0.0,3.0,0.0,1.24,15.75,0.3,0.0,1.73,0.0,0.46,1.11,0.57,0.0,1.98,1.82
07/30/2025-15:59:20.494809,0.0,0.0,0.3,0.01,0.0,0.06,0.0,7.09,0.0,0.0,1.19,0.58,0.02,11.03,8.69,3.71,6.81,0.0,0.0,0.32,2.36,0.0,3.2,0.0,1.32,16.06,0.23,0.0,2.06,0.0,1.11,1.09,0.85,0.0,2.24,1.98
07/30/2025-15:59:20.906815,0.0,0.0,0.3,0.01,0.0,0.06,0.0,7.09,0.0,0.0,1.19,0.58,0.02,11.03,8.69,3.71,6.81,0.0,0.0,0.32,2.36,0.0,3.2,0.0,1.32,16.06,0.23,0.0,2.06,0.0,1.11,1.09,0.85,0.0,2.24,1.98
07/30/2025-15:59:21.335643,0.0,0.0,0.3,0.01,0.0,0.06,0.0,7.09,0.0,0.0,1.19,0.58,0.02,11.03,8.69,3.71,6.81,0.0,0.0,0.32,2.36,0.0,3.2,0.0,1.32,16.06,0.23,0.0,2.06,0.0,1.11,1.09,0.85,0.0,2.24,1.98
07/30/2025-15:59:21.804895,0.0,0.0,0.3,0.01,0.0,0.06,0.0,7.09,0.0,0.0,1.19,0.58,0.02,11.03,8.69,3.71,6.81,0.0,0.0,0.32,2.36,0.0,3.2,0.0,1.32,16.06,0.23,0.0,2.06,0.0,1.11,1.09,0.85,0.0,2.24,1.98
07/30/2025-15:59:22.252134,0.05,0.0,0.38,0.01,0.0,0.04,0.0,7.32,0.0,0.0,0.77,0.6,0.0,11.43,8.6,3.56,6.83,0.0,0.0,0.22,1.99,0.0,3.2,0.0,1.2,16.12,0.12,0.0,1.92,0.0,0.18,1.1,1.2,0.0,2.25,2.01
07/30/2025-15:59:22.738239,0.05,0.0,0.38,0.01,0.0,0.04,0.0,7.32,0.0,0.0,0.77,0.6,0.0,11.43,8.6,3.56,6.83,0.0,0.0,0.22,1.99,0.0,3.2,0.0,1.2,16.12,0.12,0.0,1.92,0.0,0.18,1.1,1.2,0.0,2.25,2.01
07/30/2025-15:59:23.163694,0.05,0.0,0.38,0.01,0.0,0.04,0.0,7.32,0.0,0.0,0.77,0.6,0.0,11.43,8.6,3.56,6.83,0.0,0.0,0.22,1.99,0.0,3.2,0.0,1.2,16.12,0.12,0.0,1.92,0.0,0.18,1.1,1.2,0.0,2.25,2.01
07/30/2025-15:59:23.607562,0.05,0.0,0.38,0.01,0.0,0.04,0.0,7.32,0.0,0.0,0.77,0.6,0.0,11.43,8.6,3.56,6.83,0.0,0.0,0.22,1.99,0.0,3.2,0.0,1.2,16.12,0.12,0.0,1.92,0.0,0.18,1.1,1.2,0.0,2.25,2.01
07/30/2025-15:59:24.050663,0.0,0.0,0.38,0.02,0.0,0.07,0.0,7.21,3.46,0.0,0.67,0.31,0.0,11.26,8.87,3.75,6.92,0.0,0.0,0.0,2.42,0.0,3.3,0.0,1.04,16.21,0.78,0.0,2.01,0.0,0.71,1.2,1.99,0.0,2.33,2.12
07/30/2025-15:59:24.620936,0.0,0.0,0.38,0.02,0.0,0.07,0.0,7.21,3.46,0.0,0.67,0.31,0.0,11.26,8.87,3.75,6.92,0.0,0.0,0.0,2.42,0.0,3.3,0.0,1.04,16.21,0.78,0.0,2.01,0.0,0.71,1.2,1.99,0.0,2.33,2.12
07/30/2025-15:59:25.095617,0.0,0.0,0.38,0.02,0.0,0.07,0.0,7.21,3.46,0.0,0.67,0.31,0.0,11.26,8.87,3.75,6.92,0.0,0.0,0.0,2.42,0.0,3.3,0.0,1.04,16.21,0.78,0.0,2.01,0.0,0.71,1.2,1.99,0.0,2.33,2.12
07/30/2025-15:59:25.592132,0.0,0.0,0.38,0.02,0.0,0.07,0.0,7.21,3.46,0.0,0.67,0.31,0.0,11.26,8.87,3.75,6.92,0.0,0.0,0.0,2.42,0.0,3.3,0.0,1.04,16.21,0.78,0.0,2.01,0.0,0.71,1.2,1.99,0.0,2.33,2.12
