MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/01/2025-13:23:33.163669,0.46,0.0,0.0,0.0,0.0,0.0,-0.0,0.11,0.02,0.13,0.0,0.0,0.0,0.28,0.16,0.15,0.07,-0.0,0.0,0.0,0.05,0.0,0.1,0.1,2.49,0.0,0.0,0.29,0.04,-0.0,0.43,0.0,0.0,0.04,0.0,0.09
07/01/2025-13:23:33.696925,0.46,0.0,0.0,0.0,0.0,0.0,-0.0,0.11,0.02,0.13,0.0,0.0,0.0,0.28,0.16,0.15,0.07,-0.0,0.0,0.0,0.05,0.0,0.1,0.1,2.49,0.0,0.0,0.29,0.04,-0.0,0.43,0.0,0.0,0.04,0.0,0.09
07/01/2025-13:23:34.256091,0.46,0.0,0.0,0.0,0.0,0.0,-0.0,0.11,0.02,0.13,0.0,0.0,0.0,0.28,0.16,0.15,0.07,-0.0,0.0,0.0,0.05,0.0,0.1,0.1,2.49,0.0,0.0,0.29,0.04,-0.0,0.43,0.0,0.0,0.04,0.0,0.09
07/01/2025-13:23:34.854558,1.38,0.0,0.03,0.0,0.0,0.0,0.03,-0.0,0.16,0.06,0.0,0.0,0.02,0.29,0.19,0.12,0.13,-0.0,0.0,0.0,0.09,0.0,0.1,0.0,2.52,0.0,0.0,0.23,0.11,-0.0,0.61,3.89,0.05,0.04,0.0,-0.0
07/01/2025-13:23:35.337068,1.38,0.0,0.03,0.0,0.0,0.0,0.03,-0.0,0.16,0.06,0.0,0.0,0.02,0.29,0.19,0.12,0.13,-0.0,0.0,0.0,0.09,0.0,0.1,0.0,2.52,0.0,0.0,0.23,0.11,-0.0,0.61,3.89,0.05,0.04,0.0,-0.0
07/01/2025-13:23:35.911051,1.38,0.0,0.03,0.0,0.0,0.0,0.03,-0.0,0.16,0.06,0.0,0.0,0.02,0.29,0.19,0.12,0.13,-0.0,0.0,0.0,0.09,0.0,0.1,0.0,2.52,0.0,0.0,0.23,0.11,-0.0,0.61,3.89,0.05,0.04,0.0,-0.0
07/01/2025-13:23:36.480286,0.0,0.0,0.0,0.0,0.0,0.03,0.0,-0.0,0.18,0.17,0.04,0.0,0.0,0.3,0.18,0.15,0.07,0.0,0.0,0.0,0.09,0.0,0.11,0.0,2.61,0.0,0.0,0.25,0.04,0.0,0.61,3.25,0.05,0.03,0.0,0.07
07/01/2025-13:23:37.046350,0.0,0.0,0.0,0.0,0.0,0.03,0.0,-0.0,0.18,0.17,0.04,0.0,0.0,0.3,0.18,0.15,0.07,0.0,0.0,0.0,0.09,0.0,0.11,0.0,2.61,0.0,0.0,0.25,0.04,0.0,0.61,3.25,0.05,0.03,0.0,0.07
07/01/2025-13:23:37.539405,0.0,0.0,0.0,0.0,0.0,0.03,0.0,-0.0,0.18,0.17,0.04,0.0,0.0,0.3,0.18,0.15,0.07,0.0,0.0,0.0,0.09,0.0,0.11,0.0,2.61,0.0,0.0,0.25,0.04,0.0,0.61,3.25,0.05,0.03,0.0,0.07
07/01/2025-13:23:38.082141,0.0,0.0,0.0,0.0,0.0,0.03,0.0,-0.0,0.18,0.17,0.04,0.0,0.0,0.3,0.18,0.15,0.07,0.0,0.0,0.0,0.09,0.0,0.11,0.0,2.61,0.0,0.0,0.25,0.04,0.0,0.61,3.25,0.05,0.03,0.0,0.07
07/01/2025-13:23:38.572683,0.43,0.0,0.0,0.0,0.04,-0.0,0.06,-0.0,0.2,0.16,0.0,0.03,0.02,0.3,0.17,0.16,0.11,0.0,0.0,0.0,0.08,0.0,0.11,0.07,2.75,0.0,0.0,0.24,0.07,-0.0,0.63,2.4,0.05,0.0,0.0,0.09
07/01/2025-13:23:39.068712,0.43,0.0,0.0,0.0,0.04,-0.0,0.06,-0.0,0.2,0.16,0.0,0.03,0.02,0.3,0.17,0.16,0.11,0.0,0.0,0.0,0.08,0.0,0.11,0.07,2.75,0.0,0.0,0.24,0.07,-0.0,0.63,2.4,0.05,0.0,0.0,0.09
07/01/2025-13:23:39.767932,0.43,0.0,0.0,0.0,0.04,-0.0,0.06,-0.0,0.2,0.16,0.0,0.03,0.02,0.3,0.17,0.16,0.11,0.0,0.0,0.0,0.08,0.0,0.11,0.07,2.75,0.0,0.0,0.24,0.07,-0.0,0.63,2.4,0.05,0.0,0.0,0.09
07/01/2025-13:23:40.265887,1.21,0.0,0.0,0.0,0.0,0.02,0.03,0.13,0.2,0.12,0.04,0.1,0.0,0.32,0.2,0.16,0.17,-0.0,0.0,0.0,0.09,0.0,0.1,0.15,2.45,0.0,0.0,0.28,0.04,0.0,0.58,2.95,0.05,0.04,0.0,0.07
07/01/2025-13:23:40.772022,1.21,0.0,0.0,0.0,0.0,0.02,0.03,0.13,0.2,0.12,0.04,0.1,0.0,0.32,0.2,0.16,0.17,-0.0,0.0,0.0,0.09,0.0,0.1,0.15,2.45,0.0,0.0,0.28,0.04,0.0,0.58,2.95,0.05,0.04,0.0,0.07
07/01/2025-13:23:41.325771,1.21,0.0,0.0,0.0,0.0,0.02,0.03,0.13,0.2,0.12,0.04,0.1,0.0,0.32,0.2,0.16,0.17,-0.0,0.0,0.0,0.09,0.0,0.1,0.15,2.45,0.0,0.0,0.28,0.04,0.0,0.58,2.95,0.05,0.04,0.0,0.07
07/01/2025-13:23:41.811879,0.29,0.0,0.04,0.0,0.0,-0.0,0.08,0.06,0.2,0.17,0.0,0.09,0.03,0.26,0.17,0.17,0.15,0.0,0.0,0.0,0.06,0.0,0.09,0.02,2.46,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.05
07/01/2025-13:23:42.300804,0.29,0.0,0.04,0.0,0.0,-0.0,0.08,0.06,0.2,0.17,0.0,0.09,0.03,0.26,0.17,0.17,0.15,0.0,0.0,0.0,0.06,0.0,0.09,0.02,2.46,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.05
07/01/2025-13:23:42.777629,0.29,0.0,0.04,0.0,0.0,-0.0,0.08,0.06,0.2,0.17,0.0,0.09,0.03,0.26,0.17,0.17,0.15,0.0,0.0,0.0,0.06,0.0,0.09,0.02,2.46,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.05
07/01/2025-13:23:43.270688,0.29,0.0,0.04,0.0,0.0,-0.0,0.08,0.06,0.2,0.17,0.0,0.09,0.03,0.26,0.17,0.17,0.15,0.0,0.0,0.0,0.06,0.0,0.09,0.02,2.46,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.05
07/01/2025-13:23:43.849234,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.36,0.0,0.03,0.0,6.07,1.32,6.03,0.0,0.0,0.0,0.0,0.0,0.18,0.38,0.02,0.0,0.0,0.57,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.07
07/01/2025-13:23:44.309831,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.36,0.0,0.03,0.0,6.07,1.32,6.03,0.0,0.0,0.0,0.0,0.0,0.18,0.38,0.02,0.0,0.0,0.57,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.07
07/01/2025-13:23:44.780728,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.36,0.0,0.03,0.0,6.07,1.32,6.03,0.0,0.0,0.0,0.0,0.0,0.18,0.38,0.02,0.0,0.0,0.57,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.07
07/01/2025-13:23:45.303639,0.0,0.0,0.01,0.0,0.0,0.0,0.1,1.88,0.14,0.32,0.0,0.1,0.03,4.26,1.87,6.31,0.0,-0.0,0.0,0.0,0.01,2.48,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.03,0.16,0.0,0.09
07/01/2025-13:23:45.863170,0.0,0.0,0.01,0.0,0.0,0.0,0.1,1.88,0.14,0.32,0.0,0.1,0.03,4.26,1.87,6.31,0.0,-0.0,0.0,0.0,0.01,2.48,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.03,0.16,0.0,0.09
07/01/2025-13:23:46.375490,0.0,0.0,0.01,0.0,0.0,0.0,0.1,1.88,0.14,0.32,0.0,0.1,0.03,4.26,1.87,6.31,0.0,-0.0,0.0,0.0,0.01,2.48,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.03,0.16,0.0,0.09
07/01/2025-13:23:46.873763,0.0,0.0,0.01,0.0,0.0,0.0,0.1,1.88,0.14,0.32,0.0,0.1,0.03,4.26,1.87,6.31,0.0,-0.0,0.0,0.0,0.01,2.48,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.03,0.16,0.0,0.09
07/01/2025-13:23:47.429912,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.03,0.25,0.46,0.0,0.04,0.0,5.59,2.41,6.78,0.0,0.02,0.0,0.0,0.05,3.66,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.49,0.0,0.09
07/01/2025-13:23:47.949931,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.03,0.25,0.46,0.0,0.04,0.0,5.59,2.41,6.78,0.0,0.02,0.0,0.0,0.05,3.66,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.49,0.0,0.09
07/01/2025-13:23:48.461841,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.03,0.25,0.46,0.0,0.04,0.0,5.59,2.41,6.78,0.0,0.02,0.0,0.0,0.05,3.66,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.49,0.0,0.09
