MM/DD/YYYY-hr:mn:se,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
07/02/2025-12:30:04.860568,0.0,0.0,0.0,0.04,0.81,0.0,0.0,0.02,0.0,0.12,0.0,0.38,0.0,0.0,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
07/02/2025-12:30:05.483953,0.0,0.0,0.0,0.04,0.81,0.0,0.0,0.02,0.0,0.12,0.0,0.38,0.0,0.0,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
07/02/2025-12:30:06.027688,0.0,0.0,0.0,0.04,0.81,0.0,0.0,0.02,0.0,0.12,0.0,0.38,0.0,0.0,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
07/02/2025-12:30:06.547144,0.0,0.0,0.0,0.05,1.05,0.0,0.0,0.08,0.0,0.06,0.13,0.42,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03
07/02/2025-12:30:07.049812,0.0,0.0,0.0,0.05,1.05,0.0,0.0,0.08,0.0,0.06,0.13,0.42,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03
07/02/2025-12:30:07.564094,0.0,0.0,0.0,0.05,1.05,0.0,0.0,0.08,0.0,0.06,0.13,0.42,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03
07/02/2025-12:30:08.059968,0.0,0.0,0.0,0.05,1.05,0.0,0.0,0.08,0.0,0.06,0.13,0.42,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03
07/02/2025-12:30:08.580087,0.0,0.0,0.0,0.04,1.02,0.0,0.0,9.23,0.09,0.5,0.0,0.41,0.0,1.85,0.7,5.76,0.37,0.04,0.0,0.0,0.0,2.99,0.49,0.0,0.0,0.0,0.19,0.58,0.15,0.0,0.0,0.0,0.03,0.1,0.36,0.07
07/02/2025-12:30:09.157911,0.0,0.0,0.0,0.04,1.02,0.0,0.0,9.23,0.09,0.5,0.0,0.41,0.0,1.85,0.7,5.76,0.37,0.04,0.0,0.0,0.0,2.99,0.49,0.0,0.0,0.0,0.19,0.58,0.15,0.0,0.0,0.0,0.03,0.1,0.36,0.07
07/02/2025-12:30:09.715857,0.0,0.0,0.0,0.04,1.02,0.0,0.0,9.23,0.09,0.5,0.0,0.41,0.0,1.85,0.7,5.76,0.37,0.04,0.0,0.0,0.0,2.99,0.49,0.0,0.0,0.0,0.19,0.58,0.15,0.0,0.0,0.0,0.03,0.1,0.36,0.07
07/02/2025-12:30:10.313009,0.0,0.0,0.0,0.03,1.08,0.0,0.0,3.17,0.21,0.71,2.26,0.5,-0.0,3.47,1.35,6.82,0.78,0.12,0.0,0.0,0.0,4.37,0.72,0.0,0.0,0.0,0.14,0.34,0.18,0.0,0.0,0.0,0.12,0.17,0.32,0.03
07/02/2025-12:30:10.930300,0.0,0.0,0.0,0.03,1.08,0.0,0.0,3.17,0.21,0.71,2.26,0.5,-0.0,3.47,1.35,6.82,0.78,0.12,0.0,0.0,0.0,4.37,0.72,0.0,0.0,0.0,0.14,0.34,0.18,0.0,0.0,0.0,0.12,0.17,0.32,0.03
07/02/2025-12:30:11.491990,0.0,0.0,0.0,0.03,1.08,0.0,0.0,3.17,0.21,0.71,2.26,0.5,-0.0,3.47,1.35,6.82,0.78,0.12,0.0,0.0,0.0,4.37,0.72,0.0,0.0,0.0,0.14,0.34,0.18,0.0,0.0,0.0,0.12,0.17,0.32,0.03
07/02/2025-12:30:12.018718,0.0,0.0,0.0,0.04,1.1,0.0,0.0,2.94,0.25,0.75,2.18,0.38,0.0,4.03,1.59,7.26,0.98,0.1,0.0,0.0,0.0,4.46,0.8,0.0,0.0,0.0,0.13,0.27,0.12,0.0,0.0,0.88,0.12,0.17,0.23,0.05
07/02/2025-12:30:12.606142,0.0,0.0,0.0,0.04,1.1,0.0,0.0,2.94,0.25,0.75,2.18,0.38,0.0,4.03,1.59,7.26,0.98,0.1,0.0,0.0,0.0,4.46,0.8,0.0,0.0,0.0,0.13,0.27,0.12,0.0,0.0,0.88,0.12,0.17,0.23,0.05
07/02/2025-12:30:13.095316,0.0,0.0,0.0,0.04,1.1,0.0,0.0,2.94,0.25,0.75,2.18,0.38,0.0,4.03,1.59,7.26,0.98,0.1,0.0,0.0,0.0,4.46,0.8,0.0,0.0,0.0,0.13,0.27,0.12,0.0,0.0,0.88,0.12,0.17,0.23,0.05
07/02/2025-12:30:13.562846,0.0,0.0,0.06,0.06,1.1,0.0,0.0,2.99,0.23,0.74,2.71,0.38,0.0,4.35,1.69,7.23,1.16,0.1,0.0,0.0,0.0,2.27,0.83,0.0,1.34,0.0,0.12,0.26,0.24,0.0,0.0,0.0,0.12,0.18,0.01,0.07
07/02/2025-12:30:14.124513,0.0,0.0,0.06,0.06,1.1,0.0,0.0,2.99,0.23,0.74,2.71,0.38,0.0,4.35,1.69,7.23,1.16,0.1,0.0,0.0,0.0,2.27,0.83,0.0,1.34,0.0,0.12,0.26,0.24,0.0,0.0,0.0,0.12,0.18,0.01,0.07
07/02/2025-12:30:14.630287,0.0,0.0,0.06,0.06,1.1,0.0,0.0,2.99,0.23,0.74,2.71,0.38,0.0,4.35,1.69,7.23,1.16,0.1,0.0,0.0,0.0,2.27,0.83,0.0,1.34,0.0,0.12,0.26,0.24,0.0,0.0,0.0,0.12,0.18,0.01,0.07
07/02/2025-12:30:15.107940,0.0,0.0,0.06,0.06,1.1,0.0,0.0,2.99,0.23,0.74,2.71,0.38,0.0,4.35,1.69,7.23,1.16,0.1,0.0,0.0,0.0,2.27,0.83,0.0,1.34,0.0,0.12,0.26,0.24,0.0,0.0,0.0,0.12,0.18,0.01,0.07
07/02/2025-12:30:15.707584,0.0,0.0,0.0,0.0,1.08,0.0,0.0,3.48,0.44,0.96,2.69,0.42,0.0,4.86,1.86,7.62,1.37,0.1,0.54,0.82,0.0,2.27,0.89,0.05,1.25,0.0,0.16,0.17,0.12,-0.0,0.0,0.0,0.2,0.24,0.0,0.03
07/02/2025-12:30:16.210132,0.0,0.0,0.0,0.0,1.08,0.0,0.0,3.48,0.44,0.96,2.69,0.42,0.0,4.86,1.86,7.62,1.37,0.1,0.54,0.82,0.0,2.27,0.89,0.05,1.25,0.0,0.16,0.17,0.12,-0.0,0.0,0.0,0.2,0.24,0.0,0.03
07/02/2025-12:30:16.766393,0.0,0.0,0.0,0.0,1.08,0.0,0.0,3.48,0.44,0.96,2.69,0.42,0.0,4.86,1.86,7.62,1.37,0.1,0.54,0.82,0.0,2.27,0.89,0.05,1.25,0.0,0.16,0.17,0.12,-0.0,0.0,0.0,0.2,0.24,0.0,0.03
